"Reporting starts","Reporting ends","Campaign name",Platform,Placement,"Device platform","Impression device","Campaign Delivery","Amount spent (AUD)","Website purchases","Cost per purchase (AUD)","Purchase ROAS (return on ad spend)","Purchases conversion value","Website purchases conversion value","Ad set budget","Ad set budget type",Impressions,"CPM (cost per 1,000 impressions) (AUD)",Reach,Frequency,"CTR (all)","Link clicks","CPC (all) (AUD)","Attribution setting",Results,"Result indicator","Cost per results","Meta purchases",ThruPlays,"3-second video plays","Video plays at 25%","Video plays at 50%","Video plays at 75%","Video plays at 95%","Video plays at 100%","Video average play time","Video plays",profile_visit_view,"Unique link clicks","CTR (link click-through rate)","Landing page views","Adds to cart","Website adds to cart","Adds of payment info","Website adds of payment info","Checkouts Initiated","Website checkouts initiated","Website purchase ROAS (return on ad spend)",Views,"3-second video plays rate per impressions","Cost per ThruPlay (AUD)","Cost per 3-second video play (AUD)","Unique outbound clicks","Outbound clicks","Unique CTR (link click-through rate)","Outbound CTR (click-through rate)","Unique outbound CTR (click-through rate)","Cost per unique outbound click (AUD)","Cost per unique link click (AUD)","Cost per unique click (all) (AUD)","Adds of payment info conversion value","In-app adds of payment info conversion value","Website adds of payment info conversion value","Offline adds of payment info conversion value","Adds to cart conversion value","In-app adds to cart conversion value","Website adds to cart conversion value","Offline adds to cart conversion value","Cost per add of payment info (AUD)","Cost per add to cart (AUD)","Checkouts initiated conversion value","In-app checkouts initiated conversion value","Website checkouts initiated conversion value","Offline checkouts initiated conversion value","Cost per checkout initiated (AUD)","Content views","In-app content views","Website content views","Offline content views","Meta content views","Content views conversion value","In-app content views conversion value","Website content views conversion value","Offline content views conversion value","Cost per content view (AUD)","Cost per landing page view (AUD)","Orders created","Date created","Date last edited",Objective
2022-05-01,2025-05-30,"Oct23 LPviews 1%Lookalike - All Shows",Facebook,"Feed: video feeds",In-app,"Android Tablet",inactive,5.07,,,,,,"Using ad set budget",0,315,16.095238,0,0,11.746032,33,0.137027,"7-day click or 1-day view",,,,,8,19,21,16,12,10,8,7,27,,33,10.47619,,,,,,,,,0,6.031746,0.63375,0.266842,23,33,0,10.47619,,0.220435,0.153636,0.158438,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-09-29,2025-02-14,Traffic
2022-05-01,2025-05-30,"Oct23 LPviews 1%Lookalike - All Shows",Facebook,"Feed: video feeds",In-app,iPad,inactive,380.44,,,,,,"Using ad set budget",0,32902,11.562823,11650,2.824206,5.756489,1853,0.200866,"7-day click or 1-day view",,,,,5,47,62,19,4,3,3,3,173,,1240,5.631876,,,,,,,,,0,0.142848,76.088,8.094468,1196,1853,10.643777,5.631876,10.266094,0.318094,0.306806,0.301937,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-09-29,2025-02-14,Traffic
2022-05-01,2025-05-30,"Oct23 LPviews 1%Lookalike - All Shows",Facebook,"Feed: video feeds",In-app,iPhone,inactive,516.44,,,,,,"Using ad set budget",0,51454,10.036926,23172,2.220525,4.367007,2158,0.229835,"7-day click or 1-day view",,,,,46,213,582,133,69,48,41,1,2130,,1712,4.194037,,,,,,,,,0,0.413962,11.226957,2.424601,1604,2158,7.388227,4.194037,6.922147,0.32197,0.301659,0.307405,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-09-29,2025-02-14,Traffic
2022-05-01,2025-05-30,"Oct23 LPviews 1%Lookalike - All Shows",Facebook,"Feed: video feeds",In-app,Other,inactive,0.05,,,,,,"Using ad set budget",0,12,4.166667,0,0,8.333333,1,0.05,"7-day click or 1-day view",,,,,,,,,,,,00:00:00,,,,8.333333,,,,,,,,,0,,,,1,1,0,8.333333,,0.05,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-09-29,2025-02-14,Traffic
2022-05-01,2025-05-30,"Oct23 LPviews 1%Lookalike - All Shows",Instagram,Feed,Desktop,Desktop,inactive,0.22,,,,,,"Using ad set budget",0,37,5.945946,0,0,0,,0,"7-day click or 1-day view",,,,,,,,,,,,00:00:00,,,,,,,,,,,,,0,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-09-29,2025-02-14,Traffic
2022-05-01,2025-05-30,"Oct23 LPviews 1%Lookalike - All Shows",Instagram,Feed,In-app,"Android Smartphone",inactive,14.7,,,,,,"Using ad set budget",0,1581,9.297913,1024,1.543945,4.55408,53,0.204167,"7-day click or 1-day view",,,,,8,23,32,17,9,8,8,5,46,,53,3.352309,,,,,,,,,0,1.454775,1.8375,0.63913,45,53,5.175781,3.352309,4.394531,0.326667,0.277358,0.204167,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-09-29,2025-02-14,Traffic
2022-05-01,2025-05-30,"Oct23 LPviews 1%Lookalike - All Shows",Instagram,Feed,In-app,"Android Tablet",inactive,0.03,,,,,,"Using ad set budget",0,6,5,0,0,0,,0,"7-day click or 1-day view",,,,,2,2,2,2,2,2,2,9,2,,,,,,,,,,,,0,33.333333,0.015,0.015,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-09-29,2025-02-14,Traffic
2022-05-01,2025-05-30,"Oct23 LPviews 1%Lookalike - All Shows",Instagram,Feed,In-app,iPad,inactive,1.16,,,,,,"Using ad set budget",0,103,11.262136,0,0,6.796117,7,0.165714,"7-day click or 1-day view",,,,,2,9,26,8,3,2,2,2,32,,7,6.796117,,,,,,,,,0,8.737864,0.58,0.128889,5,7,0,6.796117,,0.232,0.165714,0.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-09-29,2025-02-14,Traffic
2022-05-01,2025-05-30,"Oct23 LPviews 1%Lookalike - All Shows",Instagram,Feed,In-app,iPhone,inactive,37.68,,,,,,"Using ad set budget",0,4208,8.954373,2816,1.494318,4.515209,145,0.198316,"7-day click or 1-day view",,,,,56,158,268,133,80,58,56,5,375,,145,3.445817,,,,,,,,,0,3.754753,0.672857,0.238481,132,145,5.149148,3.445817,4.6875,0.285455,0.259862,0.247895,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-09-29,2025-02-14,Traffic
2022-05-01,2025-05-30,"Oct23 LPviews 1%Lookalike - All Shows",Instagram,Feed,"Mobile web","Android Smartphone",inactive,0.17,,,,,,"Using ad set budget",0,37,4.594595,37,1,0,,0,"7-day click or 1-day view",,,,,,,,,,,,00:00:00,,,,,,,,,,,,,0,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-09-29,2025-02-14,Traffic
2022-05-01,2025-05-30,"Oct23 LPviews 1%Lookalike - All Shows",Instagram,Feed,"Mobile web",iPad,inactive,0.01,,,,,,"Using ad set budget",0,1,10,0,0,0,,0,"7-day click or 1-day view",,,,,,,,,,,,00:00:00,,,,,,,,,,,,,0,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-09-29,2025-02-14,Traffic
2022-05-01,2025-05-30,"Oct23 LPviews 1%Lookalike - All Shows",Instagram,Feed,"Mobile web",iPhone,inactive,0.05,,,,,,"Using ad set budget",0,23,2.173913,0,0,0,,0,"7-day click or 1-day view",,,,,,,,,,,,00:00:00,,,,,,,,,,,,,0,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-09-29,2025-02-14,Traffic
2022-05-01,2025-05-30,"Oct23 LPviews 1%Lookalike - All Shows",Instagram,Explore,In-app,"Android Smartphone",inactive,0.37,,,,,,"Using ad set budget",0,31,11.935484,0,0,3.225806,1,0.37,"7-day click or 1-day view",,,,,,1,,,,,,6,1,,,3.225806,,,,,,,,,0,3.225806,,0.37,1,1,0,3.225806,,0.37,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-09-29,2025-02-14,Traffic
2022-05-01,2025-05-30,"Oct23 LPviews 1%Lookalike - All Shows",Instagram,Explore,In-app,iPad,inactive,0.02,,,,,,"Using ad set budget",0,2,10,0,0,0,,0,"7-day click or 1-day view",,,,,,,,,,,,00:00:00,,,,,,,,,,,,,0,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-09-29,2025-02-14,Traffic
2022-05-01,2025-05-30,"Oct23 LPviews 1%Lookalike - All Shows",Instagram,Explore,In-app,iPhone,inactive,0.38,,,,,,"Using ad set budget",0,78,4.871795,0,0,6.410256,3,0.076,"7-day click or 1-day view",,,,,,,,,,,,00:00:00,,,,3.846154,,,,,,,,,0,,,,3,3,0,3.846154,,0.126667,,0.076,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-09-29,2025-02-14,Traffic
2022-05-01,2025-05-30,"Oct23 LPviews 1%Lookalike - All Shows",Instagram,"Profile feed",In-app,"Android Smartphone",inactive,0.04,,,,,,"Using ad set budget",0,4,10,0,0,0,,0,"7-day click or 1-day view",,,,,,,,,,,,00:00:00,,,,,,,,,,,,,0,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-09-29,2025-02-14,Traffic
2022-05-01,2025-05-30,"Oct23 LPviews 1%Lookalike - All Shows",Instagram,"Profile feed",In-app,iPad,inactive,0,,,,,,"Using ad set budget",0,1,0,0,0,0,,0,"7-day click or 1-day view",,,,,,,,,,,,00:00:00,,,,,,,,,,,,,0,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-09-29,2025-02-14,Traffic
2022-05-01,2025-05-30,"Oct23 LPviews 1%Lookalike - All Shows",Instagram,"Profile feed",In-app,iPhone,inactive,0.06,,,,,,"Using ad set budget",0,16,3.75,0,0,0,,0,"7-day click or 1-day view",,,,,1,2,2,2,2,1,1,5,2,,,,,,,,,,,,0,12.5,0.06,0.03,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-09-29,2025-02-14,Traffic
2022-05-01,2025-05-30,"Oct23 LPviews 1%Lookalike - All Shows",Instagram,"Instagram Reels",In-app,"Android Smartphone",inactive,33.85,,,,,,"Using ad set budget",0,4369,7.747768,1408,3.102983,4.21149,130,0.183967,"7-day click or 1-day view",,,,,,,1,,,,,1,14,,120,2.975509,,,,,,,,,0,,,,116,130,8.522727,2.975509,8.238636,0.29181,0.282083,0.216987,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-09-29,2025-02-14,Traffic
2022-05-01,2025-05-30,"Oct23 LPviews 1%Lookalike - All Shows",Instagram,"Instagram Reels",In-app,"Android Tablet",inactive,0.09,,,,,,"Using ad set budget",0,14,6.428571,0,0,0,,0,"7-day click or 1-day view",,,,,,,,,,,,00:00:00,,,,,,,,,,,,,0,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-09-29,2025-02-14,Traffic
2022-05-01,2025-05-30,"Oct23 LPviews 1%Lookalike - All Shows",Instagram,"Instagram Reels",In-app,iPad,inactive,2.25,,,,,,"Using ad set budget",0,258,8.72093,256,1.007813,2.713178,7,0.321429,"7-day click or 1-day view",,,,,,,1,,,,,2,2,,,2.713178,,,,,,,,,0,,,,4,7,0,2.713178,1.5625,0.5625,,0.5625,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-09-29,2025-02-14,Traffic
2022-05-01,2025-05-30,"Oct23 LPviews 1%Lookalike - All Shows",Instagram,"Instagram Reels",In-app,iPhone,inactive,75.53,,,,,,"Using ad set budget",0,9571,7.891547,5889,1.625233,4.001672,296,0.197206,"7-day click or 1-day view",,,,,4,27,15,7,6,4,4,2,113,,256,3.092676,,,,,,,,,0,0.282102,18.8825,2.797407,257,296,4.347088,3.092676,4.364069,0.293891,0.295039,0.265951,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-09-29,2025-02-14,Traffic
2022-05-01,2025-05-30,"Oct23 LPviews 1%Lookalike - All Shows",Instagram,"Instagram Stories",Desktop,Desktop,inactive,0.17,,,,,,"Using ad set budget",0,36,4.722222,0,0,5.555556,2,0.085,"7-day click or 1-day view",,,,,,,,,,,,00:00:00,,,,5.555556,,,,,,,,,0,,,,2,2,0,5.555556,,0.085,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-09-29,2025-02-14,Traffic
2022-05-01,2025-05-30,"Oct23 LPviews 1%Lookalike - All Shows",Instagram,"Instagram Stories",In-app,"Android Smartphone",inactive,122.01,,,,,,"Using ad set budget",0,13938,8.753767,11138,1.251392,4.563065,545,0.19184,"7-day click or 1-day view",,,,,1,1,1,1,1,1,1,2,4,,520,3.910174,,,,,,,,,0,0.007175,122.01,122.01,492,545,4.668702,3.910174,4.41731,0.247988,0.234635,0.219442,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-09-29,2025-02-14,Traffic
2022-05-01,2025-05-30,"Oct23 LPviews 1%Lookalike - All Shows",Instagram,"Instagram Stories",In-app,"Android Tablet",inactive,0.05,,,,,,"Using ad set budget",0,5,10,0,0,0,,0,"7-day click or 1-day view",,,,,,,,,,,,00:00:00,,,,,,,,,,,,,0,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-09-29,2025-02-14,Traffic
2022-05-01,2025-05-30,"Oct23 LPviews 1%Lookalike - All Shows",Instagram,"Instagram Stories",In-app,iPad,inactive,1.96,,,,,,"Using ad set budget",0,211,9.2891,0,0,6.635071,9,0.14,"7-day click or 1-day view",,,,,,,,,,,,00:00:00,,,,4.265403,,,,,,,,,0,,,,8,9,0,4.265403,,0.245,,0.245,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-09-29,2025-02-14,Traffic
2022-05-01,2025-05-30,"Oct23 LPviews 1%Lookalike - All Shows",Instagram,"Instagram Stories",In-app,iPhone,inactive,431.54,,,,,,"Using ad set budget",0,53643,8.044666,31365,1.710282,4.418097,2006,0.182084,"7-day click or 1-day view",,,,,2,7,8,5,2,2,2,2,24,,1648,3.739537,,,,,,,,,0,0.013049,215.77,61.648571,1799,2006,5.254264,3.739537,5.735693,0.239878,0.261857,0.22857,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-09-29,2025-02-14,Traffic
2022-05-01,2025-05-30,"Oct23 LPviews 1%Lookalike - All Shows",Instagram,"Instagram Stories","Mobile web","Android Smartphone",inactive,0.47,,,,,,"Using ad set budget",0,105,4.47619,0,0,1.904762,1,0.235,"7-day click or 1-day view",,,,,,,,,,,,00:00:00,,,,0.952381,,,,,,,,,0,,,,1,1,0,0.952381,,0.47,,0.235,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-09-29,2025-02-14,Traffic
2022-05-01,2025-05-30,"Oct23 LPviews 1%Lookalike - All Shows",Instagram,"Instagram Stories","Mobile web",iPad,inactive,0,,,,,,"Using ad set budget",0,1,0,0,0,0,,0,"7-day click or 1-day view",,,,,,,,,,,,00:00:00,,,,,,,,,,,,,0,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-09-29,2025-02-14,Traffic
2022-05-01,2025-05-30,"Oct23 LPviews 1%Lookalike - All Shows",Instagram,"Instagram Stories","Mobile web",iPhone,inactive,0.6,,,,,,"Using ad set budget",0,147,4.081633,0,0,5.442177,7,0.075,"7-day click or 1-day view",,,,,,,,,,,,00:00:00,,,7,4.761905,,,,,,,,,0,,,,7,7,0,4.761905,,0.085714,0.085714,0.075,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-09-29,2025-02-14,Traffic
2022-05-01,2025-05-30,"Retargetting - All Shows OCT23","Audience Network","Native, banner & interstitial",In-app,"Android Smartphone",inactive,1.449504,,,,,,"Using ad set budget",0,431,3.363119,128,3.367188,1.160093,5,0.289901,"1-day click, 1-day view, or 1-day engaged-view",,,,,9,23,18,15,14,9,10,5,34,,5,1.160093,,,,,,,,,0,5.336427,0.161056,0.063022,4,5,3.90625,1.160093,3.125,0.362376,0.289901,0.289901,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-10-04,2025-02-14,Sales
2022-05-01,2025-05-30,"Retargetting - All Shows OCT23","Audience Network","Native, banner & interstitial",In-app,"Android Tablet",inactive,0.009997,,,,,,"Using ad set budget",0,21,0.476028,0,0,4.761905,1,0.009997,"1-day click, 1-day view, or 1-day engaged-view",,,,,,,,,,,,1,1,,1,4.761905,,,,,,,,,0,,,,1,1,0,4.761905,,0.009997,0.009997,0.009997,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-10-04,2025-02-14,Sales
2022-05-01,2025-05-30,"Retargetting - All Shows OCT23","Audience Network","Native, banner & interstitial",In-app,iPad,inactive,0,,,,,,"Using ad set budget",0,1,0,0,0,0,,0,"1-day click, 1-day view, or 1-day engaged-view",,,,,,,,,,,,00:00:00,,,,,,,,,,,,,0,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-10-04,2025-02-14,Sales
2022-05-01,2025-05-30,"Retargetting - All Shows OCT23","Audience Network","Native, banner & interstitial",In-app,iPhone,inactive,0.149949,,,,,,"Using ad set budget",0,33,4.5439,0,0,0,,0,"1-day click, 1-day view, or 1-day engaged-view",,,,,,,,,,,,00:00:00,,,,,,,,,,,,,0,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-10-04,2025-02-14,Sales
2022-05-01,2025-05-30,"Retargetting - All Shows OCT23","Audience Network","Native, banner & interstitial",In-app,Other,inactive,0,,,,,,"Using ad set budget",0,1,0,1,1,0,,0,"1-day click, 1-day view, or 1-day engaged-view",,,,,,,,,,,,00:00:00,,,,,,,,,,,,,0,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-10-04,2025-02-14,Sales
2022-05-01,2025-05-30,"Retargetting - All Shows OCT23","Audience Network","Rewarded video",Desktop,Desktop,inactive,0,,,,,,"Using ad set budget",0,1,0,0,0,0,,0,"1-day click, 1-day view, or 1-day engaged-view",,,,,1,1,1,1,1,1,1,30,1,,,,,,,,,,,,0,100,0,0,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-10-04,2025-02-14,Sales
2022-05-01,2025-05-30,"Retargetting - All Shows OCT23","Audience Network","Rewarded video",In-app,"Android Smartphone",inactive,0.289901,,,,,,"Using ad set budget",0,48,6.039601,48,1,4.166667,3,0.14495,"1-day click, 1-day view, or 1-day engaged-view",,,,,44,45,45,44,44,43,43,10,47,,,6.25,,,,,,,,,0,93.75,0.006589,0.006442,2,3,0,6.25,4.166667,0.14495,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-10-04,2025-02-14,Sales
2022-05-01,2025-05-30,"Retargetting - All Shows OCT23",Facebook,"Business Explore",In-app,"Android Smartphone",inactive,0.02999,,,,,,"Using ad set budget",0,39,0.768968,39,1,2.564103,1,0.02999,"1-day click, 1-day view, or 1-day engaged-view",,,,,,,,,,,,1,4,,,2.564103,,,,,,,,,0,,,,1,1,0,2.564103,2.564103,0.02999,,0.02999,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-10-04,2025-02-14,Sales
2022-05-01,2025-05-30,"Retargetting - All Shows OCT23",Facebook,"Business Explore",In-app,iPhone,inactive,0,,,,,,"Using ad set budget",0,3,0,0,0,0,,0,"1-day click, 1-day view, or 1-day engaged-view",,,,,,,,,,,,00:00:00,,,,,,,,,,,,,0,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-10-04,2025-02-14,Sales
2022-05-01,2025-05-30,"Retargetting - All Shows OCT23",Facebook,"Facebook profile feed",In-app,"Android Smartphone",inactive,0.149949,,,,,,"Using ad set budget",0,129,1.162393,64,2.015625,0,,0,"1-day click, 1-day view, or 1-day engaged-view",,,,,,1,4,1,1,,,2,7,,,,,,,,,,,,0,0.775194,,0.149949,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-10-04,2025-02-14,Sales
2022-05-01,2025-05-30,"Retargetting - All Shows OCT23",Facebook,"Facebook profile feed",In-app,iPad,inactive,0.009997,,,,,,"Using ad set budget",0,2,4.99829,0,0,0,,0,"1-day click, 1-day view, or 1-day engaged-view",,,,,,,,,,,,00:00:00,,,,,,,,,,,,,0,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-10-04,2025-02-14,Sales
2022-05-01,2025-05-30,"Retargetting - All Shows OCT23",Facebook,"Facebook profile feed",In-app,iPhone,inactive,0.079973,,,,,,"Using ad set budget",0,120,0.666439,120,1,0,,0,"1-day click, 1-day view, or 1-day engaged-view",,,,,,,1,,,,,1,7,,,,,,,,,,,,0,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-10-04,2025-02-14,Sales
2022-05-01,2025-05-30,"Retargetting - All Shows OCT23",Facebook,"Facebook Reels",In-app,"Android Smartphone",inactive,90.898909,,,,,,"Using ad set budget",0,24446,3.718355,13373,1.828012,0.789495,57,0.470979,"1-day click, 1-day view, or 1-day engaged-view",,,,,228,1321,2921,780,380,251,221,2,9034,,56,0.233167,,,,,,,,,0,5.403747,0.398679,0.068811,50,57,0.418754,0.233167,0.373888,1.817978,1.623195,0.510668,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-10-04,2025-02-14,Sales
2022-05-01,2025-05-30,"Retargetting - All Shows OCT23",Facebook,"Facebook Reels",In-app,"Android Tablet",inactive,0.229921,,,,,,"Using ad set budget",0,38,6.050562,0,0,2.631579,1,0.229921,"1-day click, 1-day view, or 1-day engaged-view",,,,,,1,2,,,,,1,7,,1,2.631579,,,,,,,,,0,2.631579,,0.229921,1,1,0,2.631579,,0.229921,0.229921,0.229921,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-10-04,2025-02-14,Sales
2022-05-01,2025-05-30,"Retargetting - All Shows OCT23",Facebook,"Facebook Reels",In-app,Desktop,inactive,0.579802,,,,,,"Using ad set budget",0,14,41.414406,0,0,7.142857,1,0.579802,"1-day click, 1-day view, or 1-day engaged-view",,,,,,2,5,1,1,1,,2,13,,,7.142857,,,,,,,,,0,14.285714,,0.289901,1,1,0,7.142857,,0.579802,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-10-04,2025-02-14,Sales
2022-05-01,2025-05-30,"Retargetting - All Shows OCT23",Facebook,"Facebook Reels",In-app,iPad,inactive,0.279904,,,,,,"Using ad set budget",0,50,5.598085,0,0,6,2,0.093301,"1-day click, 1-day view, or 1-day engaged-view",,,,,1,3,2,1,1,1,1,1,19,,,4,,,,,,,,,0,6,0.279904,0.093301,2,2,0,4,,0.139952,,0.139952,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-10-04,2025-02-14,Sales
2022-05-01,2025-05-30,"Retargetting - All Shows OCT23",Facebook,"Facebook Reels",In-app,iPhone,inactive,67.566889,,,,,,"Using ad set budget",0,13252,5.098618,4031,3.287522,0.535768,25,0.951646,"1-day click, 1-day view, or 1-day engaged-view",,,,,99,444,1098,279,131,95,89,2,4171,,25,0.188651,,,,,,,,,0,3.350438,0.682494,0.152178,24,25,0.620194,0.188651,0.595386,2.815287,2.702676,1.164946,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-10-04,2025-02-14,Sales
2022-05-01,2025-05-30,"Retargetting - All Shows OCT23",Facebook,"Facebook Reels",In-app,Other,inactive,0.009997,,,,,,"Using ad set budget",0,4,2.499145,0,0,0,,0,"1-day click, 1-day view, or 1-day engaged-view",,,,,,2,,,,,,3,4,,,,,,,,,,,,0,50,,0.004998,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-10-04,2025-02-14,Sales
2022-05-01,2025-05-30,"Retargetting - All Shows OCT23",Facebook,"Ads on Reels",In-app,"Android Smartphone",inactive,0.679767,,,,,,"Using ad set budget",0,434,1.566285,434,1,0.460829,3,0.339884,"1-day click, 1-day view, or 1-day engaged-view",,,,,7,11,12,9,8,7,6,3,35,,3,0.691244,,,,,,,,,0,2.534562,0.09711,0.061797,3,3,0.691244,0.691244,0.691244,0.226589,0.226589,0.339884,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-10-04,2025-02-14,Sales
2022-05-01,2025-05-30,"Retargetting - All Shows OCT23",Facebook,"Ads on Reels",In-app,"Android Tablet",inactive,0,,,,,,"Using ad set budget",0,2,0,0,0,0,,0,"1-day click, 1-day view, or 1-day engaged-view",,,,,,,,,,,,00:00:00,,,,,,,,,,,,,0,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-10-04,2025-02-14,Sales
2022-05-01,2025-05-30,"Retargetting - All Shows OCT23",Facebook,"Ads on Reels",In-app,iPhone,inactive,0.249915,,,,,,"Using ad set budget",0,358,0.698085,358,1,0,,0,"1-day click, 1-day view, or 1-day engaged-view",,,,,1,2,4,2,1,1,1,2,7,,,,,,,,,,,,0,0.558659,0.249915,0.124957,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-10-04,2025-02-14,Sales
2022-05-01,2025-05-30,"Retargetting - All Shows OCT23",Facebook,"Facebook Stories",In-app,"Android Smartphone",inactive,61.30903,,,,,,"Using ad set budget",0,7038,8.711144,3903,1.803228,0.539926,23,1.613396,"1-day click, 1-day view, or 1-day engaged-view",,,,,42,78,171,81,46,40,38,1,1211,,23,0.326797,,,,,,,,,0,1.108269,1.459739,0.786013,23,23,0.58929,0.326797,0.58929,2.66561,2.66561,1.915907,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-10-04,2025-02-14,Sales
2022-05-01,2025-05-30,"Retargetting - All Shows OCT23",Facebook,"Facebook Stories",In-app,"Android Tablet",inactive,0.019993,,,,,,"Using ad set budget",0,12,1.666097,0,0,0,,0,"1-day click, 1-day view, or 1-day engaged-view",,,,,,,,,,,,1,2,,,,,,,,,,,,0,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-10-04,2025-02-14,Sales
2022-05-01,2025-05-30,"Retargetting - All Shows OCT23",Facebook,"Facebook Stories",In-app,iPad,inactive,0.199932,,,,,,"Using ad set budget",0,77,2.596514,77,1,0,,0,"1-day click, 1-day view, or 1-day engaged-view",,,,,3,5,25,5,3,3,3,1,73,,,,,,,,,,,,0,6.493506,0.066644,0.039986,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-10-04,2025-02-14,Sales
2022-05-01,2025-05-30,"Retargetting - All Shows OCT23",Facebook,"Facebook Stories",In-app,iPhone,inactive,67.137036,,,,,,"Using ad set budget",0,11129,6.032621,5055,2.201583,0.359421,30,1.678426,"1-day click, 1-day view, or 1-day engaged-view",,,,,33,54,100,52,38,33,33,0,1330,,30,0.269566,,,,,,,,,0,0.485219,2.034456,1.243278,29,30,0.593472,0.269566,0.573689,2.31507,2.237901,1.678426,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-10-04,2025-02-14,Sales
2022-05-01,2025-05-30,"Retargetting - All Shows OCT23",Facebook,Feed,Desktop,Desktop,inactive,381.729431,,,,,,"Using ad set budget",0,18730,20.380642,2623,7.140679,0.763481,75,2.669437,"1-day click, 1-day view, or 1-day engaged-view",,,,,327,601,1011,499,371,320,311,3,3061,,56,0.400427,,,,,,,,,0,3.208756,1.167368,0.635157,64,75,2.13496,0.400427,2.439954,5.964522,6.816597,3.895198,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-10-04,2025-02-14,Sales
2022-05-01,2025-05-30,"Retargetting - All Shows OCT23",Facebook,Feed,In-app,"Android Smartphone",inactive,1944.294964,,,,,,"Using ad set budget",0,145561,13.357252,21243,6.852187,1.258579,830,1.061296,"1-day click, 1-day view, or 1-day engaged-view",,,,,992,3312,5673,2470,1512,1140,1010,2,21855,,552,0.570208,,,,,,,,,0,2.275335,1.959975,0.587046,639,826,2.598503,0.56746,3.00805,3.042715,3.522273,1.625665,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-10-04,2025-02-14,Sales
