Reporting starts,Reporting ends,Campaign name,Campaign Delivery,Amount spent (AUD),Website purchases,Cost per purchase (AUD),Purchase ROAS (return on ad spend),Purchases conversion value,Website purchases conversion value,Ad set budget,Ad set budget type,Impressions,"CPM (cost per 1,000 impressions) (AUD)",Reach,Frequency,CTR (all),Link clicks,CPC (all) (AUD),Attribution setting,Results,Result indicator,Cost per results,Meta purchases,ThruPlays,3-second video plays,Video plays at 25%,Video plays at 50%,Video plays at 75%,Video plays at 95%,Video plays at 100%,Video average play time,Video plays,profile_visit_view,Unique link clicks,CTR (link click-through rate),Landing page views,Adds to cart,Website adds to cart,Adds of payment info,Website adds of payment info,Checkouts Initiated,Website checkouts initiated,Website purchase ROAS (return on ad spend),Views,3-second video plays rate per impressions,Cost per ThruPlay (AUD),Cost per 3-second video play (AUD),Unique outbound clicks,Outbound clicks,Unique CTR (link click-through rate),Outbound CTR (click-through rate),Unique outbound CTR (click-through rate),Cost per unique outbound click (AUD),Cost per unique link click (AUD),Cost per unique click (all) (AUD),Adds of payment info conversion value,In-app adds of payment info conversion value,Website adds of payment info conversion value,Offline adds of payment info conversion value,Adds to cart conversion value,In-app adds to cart conversion value,Website adds to cart conversion value,Offline adds to cart conversion value,Cost per add of payment info (AUD),Cost per add to cart (AUD),Checkouts initiated conversion value,In-app checkouts initiated conversion value,Website checkouts initiated conversion value,Offline checkouts initiated conversion value,Cost per checkout initiated (AUD),Content views,In-app content views,Website content views,Offline content views,Meta content views,Content views conversion value,In-app content views conversion value,Website content views conversion value,Offline content views conversion value,Cost per content view (AUD),Cost per landing page view (AUD),Orders created,Date created,Date last edited,Objective
18/05/2025,24/05/2025,Retargetting - Carousel Launch Advantage+ shopping campaign Campaign,archived,0,,,,,,Using ad set budget,0,0,0,0,0,0,,0,-,,,,,,,,,,,,0:00:00,,,,,,,,,,,,,0,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,25/09/2023,25/09/2023,Sales
18/05/2025,24/05/2025,SUS: SCALE - 100% Broad,not_delivering,0,,,,,,20,Daily,0,0,0,0,0,,0,-,,,,,,,,,,,,0:00:00,,,,,,,,,,,,,0,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,27/05/2025,27/05/2025,Traffic
18/05/2025,24/05/2025,LPviews 1%Lookalike - All Shows May23,inactive,0,,,,,,10,Daily,0,0,0,0,0,,0,-,,,,,,,,,,,,0:00:00,,,,,,,,,,,,,0,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,25/05/2023,3/10/2023,Traffic
18/05/2025,24/05/2025,New Traffic Campaign,not_delivering,0,,,,,,Using ad set budget,0,0,0,0,0,0,,0,-,,,,,,,,,,,,0:00:00,,,,,,,,,,,,,0,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,15/05/2025,25/05/2025,Traffic
18/05/2025,24/05/2025,Jarred Fell Conversion 2%,inactive,0,,,,,,100,Lifetime,0,0,0,0,0,,0,-,,,,,,,,,,,,0:00:00,,,,,,,,,,,,,0,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,16/05/2023,16/02/2025,Sales
18/05/2025,24/05/2025,Rory Sydney Event Response Ads,inactive,0,,,,,,Using ad set budget,0,0,0,0,0,0,,0,-,,,,,,,,,,,,0:00:00,,,,,,,,,,,,,0,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2/05/2025,6/05/2025,Engagement
18/05/2025,24/05/2025,Day Of Boost 1% LL Traffic,inactive,0,,,,,,Using ad set budget,0,0,0,0,0,0,,0,-,,,,,,,,,,,,0:00:00,,,,,,,,,,,,,0,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,15/05/2023,29/05/2023,Sales
18/05/2025,24/05/2025,RORY LOWE TOUR - Traffic,active,297.31,2,148.655,0.470889,140,140,Using ad set budget,0,48222,6.165443,32348,1.490726,8.736676,3720,0.07057,7-day click or 1-day view,3043,actions:landing_page_view,0.09770292,,6804,15481,6996,4985,4092,3381,3139,10,39660,,3302,7.714321,3043,,,,,1,1,0.470889,48645,32.103604,0.043696,0.019205,3376,3720,10.207741,7.714321,10.436503,0.088066,0.090039,0.083773,,,,,,,,,,,115.11,,115.11,,297.31,2062,,2062,,,,,,,0.144185,0.097703,,25/04/2025,25/05/2025,Traffic
18/05/2025,24/05/2025,Traffic 1%Lookalike - All Shows May23,inactive,0,,,,,,7.55,Daily,0,0,0,0,0,,0,-,,,,,,,,,,,,0:00:00,,,,,,,,,,,,,0,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,15/05/2023,25/05/2023,Traffic
18/05/2025,24/05/2025,RORY LOWE TOUR - SALES,not_delivering,924.19,16,57.761875,0.843171,779.25,779.25,Using ad set budget,0,72558,12.737258,47183,1.5378,2.62962,1219,0.484376,Multiple attribution settings,16,actions:offsite_conversion.fb_pixel_purchase,57.761875,,8627,18340,7889,5316,3931,3187,2688,12,44857,,1108,1.680035,901,9,9,,,23,23,0.843171,77600,25.276331,0.107128,0.050392,1126,1219,2.348303,1.680035,2.386453,0.820773,0.834107,0.574388,,,,,452.04,,452.04,,,102.687778,1029.14,,1029.14,,40.182174,856,,856,,,35,,35,,1.079661,1.025738,,25/04/2025,5/05/2025,Sales
18/05/2025,24/05/2025,Retargetting - All Shows May23,inactive,0,,,,,,15,Daily,0,0,0,0,0,,0,-,,,,,,,,,,,,0:00:00,,,,,,,,,,,,,0,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,15/05/2023,12/10/2023,Sales
18/05/2025,24/05/2025,MELB: Retargetting - BOTF + RORY,completed,0,,,,,,Using ad set budget,0,0,0,0,0,0,,0,-,,,,,,,,,,,,0:00:00,,,,,,,,,,,,,0,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,10/04/2025,22/04/2025,Sales
18/05/2025,24/05/2025,Gerry Melb 23 - Reach,inactive,0,,,,,,Using ad set budget,0,0,0,0,0,0,,0,-,,,,,,,,,,,,0:00:00,,,,,,,,,,,,,0,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,20/04/2023,23/04/2023,Engagement
18/05/2025,24/05/2025,MELB: Retargetting - All Shows 270325,inactive,0,,,,,,Using ad set budget,0,0,0,0,0,0,,0,-,,,,,,,,,,,,0:00:00,,,,,,,,,,,,,0,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,3/04/2025,16/04/2025,Sales
18/05/2025,24/05/2025,Gerry Melb 23 - Traffic,inactive,0,,,,,,Using ad set budget,0,0,0,0,0,0,,0,-,,,,,,,,,,,,0:00:00,,,,,,,,,,,,,0,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,20/04/2023,23/04/2023,Traffic
18/05/2025,24/05/2025,Retargetting - Roast Battle Sydney,completed,0,,,,,,Using ad set budget,0,0,0,0,0,0,,0,-,,,,,,,,,,,,0:00:00,,,,,,,,,,,,,0,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,7/03/2025,22/04/2025,Sales
18/05/2025,24/05/2025,Steph Link Click Campaign,inactive,0,,,,,,Using ad set budget,0,0,0,0,0,0,,0,-,,,,,,,,,,,,0:00:00,,,,,,,,,,,,,0,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,30/03/2023,4/04/2023,Traffic
18/05/2025,24/05/2025,Traffic - All Shows 14 Feb 25,active,149.24,1,149.24,0.361833,54,54,Using ad set budget,0,15061,9.909037,11806,1.275707,3.57878,414,0.276883,7-day click or 1-day view,42,actions:landing_page_view,3.55333333,,307,2196,1529,671,373,254,240,2,9681,,402,2.748821,42,,,,,1,1,0.361833,19157,14.580705,0.486124,0.06796,402,414,3.405048,2.748821,3.405048,0.371244,0.371244,0.294359,,,,,,,,,,,54,,54,,149.24,29,,29,,,,,,,5.146207,3.553333,,14/02/2025,7/05/2025,Traffic
18/05/2025,24/05/2025,Steph Video Views Awareness,inactive,0,,,,,,Using ad set budget,0,0,0,0,0,0,,0,-,,,,,,,,,,,,0:00:00,,,,,,,,,,,,,0,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,29/03/2023,16/02/2025,Awareness
18/05/2025,24/05/2025,Gocsy Tour,inactive,0,,,,,,Using ad set budget,0,0,0,0,0,0,,0,-,,,,,,,,,,,,0:00:00,,,,,,,,,,,,,0,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,29/11/2024,16/02/2025,Sales
18/05/2025,24/05/2025,Event: Dark Jokes Night (Halloween),inactive,0,,,,,,20,Lifetime,0,0,0,0,0,,0,-,,,,,,,,,,,,0:00:00,,,,,,,,,,,,,0,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,25/10/2022,16/02/2025,CONVERSIONS
18/05/2025,24/05/2025,Retargetting - Arcade OCT24,inactive,0,,,,,,Using ad set budget,0,0,0,0,0,0,,0,-,,,,,,,,,,,,0:00:00,,,,,,,,,,,,,0,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,15/10/2024,16/02/2025,Sales
18/05/2025,24/05/2025,Reach - All Shows – Weekly Blitz,inactive,0,,,,,,850,Lifetime,0,0,0,0,0,,0,-,,,,,,,,,,,,0:00:00,,,,,,,,,,,,,0,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,18/07/2022,16/02/2025,Reach
18/05/2025,24/05/2025,Retargetting - All Shows 14 Feb 25,inactive,0,,,,,,Using ad set budget,0,0,0,0,0,0,,0,-,,,,,,,,,,,,0:00:00,,,,,,,,,,,,,0,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,14/02/2025,8/05/2025,Sales
18/05/2025,24/05/2025,Event: Harry's Comedy - Mondays,inactive,0,,,,,,10,Lifetime,0,0,0,0,0,,0,-,,,,,,,,,,,,0:00:00,,,,,,,,,,,,,0,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,10/07/2022,16/02/2025,CONVERSIONS
18/05/2025,24/05/2025,Retargeting - David Rose Aug 18th 24,inactive,0,,,,,,100,Lifetime,0,0,0,0,0,,0,-,,,,,,,,,,,,0:00:00,,,,,,,,,,,,,0,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,16/08/2024,16/02/2025,Sales
18/05/2025,24/05/2025,"Post: ""You're in for an absolute treat if you're coming...""",inactive,0,,,,,,10,Lifetime,0,0,0,0,0,,0,-,,,,,,,,,,,,0:00:00,,,,,,,,,,,,,0,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,21/06/2022,22/06/2022,Traffic
18/05/2025,24/05/2025,Retargeting - July 24 - GoodChat + Steph,inactive,0,,,,,,300,Lifetime,0,0,0,0,0,,0,-,,,,,,,,,,,,0:00:00,,,,,,,,,,,,,0,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,16/07/2024,16/02/2025,Sales
18/05/2025,24/05/2025,"Post: ""Harry's Comedy in Surry Hills this Monday is...""",inactive,0,,,,,,10,Lifetime,0,0,0,0,0,,0,-,,,,,,,,,,,,0:00:00,,,,,,,,,,,,,0,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,5/06/2022,16/02/2025,Engagement
18/05/2025,24/05/2025,Retargetting - WEEKLY SHOWS,inactive,0,,,,,,25,Daily,0,0,0,0,0,,0,-,,,,,,,,,,,,0:00:00,,,,,,,,,,,,,0,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,14/07/2024,16/02/2025,Sales
18/05/2025,24/05/2025,"Post: ""This weekend at Kinselas""",inactive,0,,,,,,10,Lifetime,0,0,0,0,0,,0,-,,,,,,,,,,,,0:00:00,,,,,,,,,,,,,0,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,3/06/2022,16/02/2025,Engagement
18/05/2025,24/05/2025,Encore Festival: Traffic - July 24,inactive,0,,,,,,420,Lifetime,0,0,0,0,0,,0,-,,,,,,,,,,,,0:00:00,,,,,,,,,,,,,0,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,11/07/2024,16/02/2025,Traffic
18/05/2025,24/05/2025,Reach - All Shows,inactive,0,,,,,,5,Daily,0,0,0,0,0,,0,-,,,,,,,,,,,,0:00:00,,,,,,,,,,,,,0,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2/06/2022,12/05/2023,Reach
18/05/2025,24/05/2025,Encore Festival: Reach - July 24,inactive,0,,,,,,50,Lifetime,0,0,0,0,0,,0,-,,,,,,,,,,,,0:00:00,,,,,,,,,,,,,0,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,10/07/2024,16/02/2025,Awareness
18/05/2025,24/05/2025,"Post: ""The best comedians, the best shows, the best fun,...""",inactive,0,,,,,,10,Lifetime,0,0,0,0,0,,0,-,,,,,,,,,,,,0:00:00,,,,,,,,,,,,,0,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,31/05/2022,16/02/2025,Engagement
18/05/2025,24/05/2025,Encore Festival: Retargeting - July 24,inactive,0,,,,,,1500,Lifetime,0,0,0,0,0,,0,-,,,,,,,,,,,,0:00:00,,,,,,,,,,,,,0,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,3/07/2024,16/02/2025,Sales
18/05/2025,24/05/2025,"Post: ""12 tickets left for this Wednesday's incredible..."" – REACH",inactive,0,,,,,,10,Lifetime,0,0,0,0,0,,0,-,,,,,,,,,,,,0:00:00,,,,,,,,,,,,,0,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,25/05/2022,16/02/2025,Reach
18/05/2025,24/05/2025,ToneDen Campaign 672820 - Eventbrite - Magic Mic 260624,inactive,0,,,,,,Using ad set budget,0,0,0,0,0,0,,0,-,,,,,,,,,,,,0:00:00,,,,,,,,,,,,,0,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,24/06/2024,16/02/2025,Traffic
18/05/2025,24/05/2025,"Post: ""12 tickets left for this Wednesday's incredible...""",inactive,0,,,,,,10,Lifetime,0,0,0,0,0,,0,-,,,,,,,,,,,,0:00:00,,,,,,,,,,,,,0,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,25/05/2022,16/02/2025,Engagement
18/05/2025,24/05/2025,Retargeting - July 24,inactive,0,,,,,,400,Lifetime,0,0,0,0,0,,0,-,,,,,,,,,,,,0:00:00,,,,,,,,,,,,,0,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,21/06/2024,16/02/2025,Sales
18/05/2025,24/05/2025,"Post: ""We have some incredible suprises for you this...""",inactive,0,,,,,,10,Lifetime,0,0,0,0,0,,0,-,,,,,,,,,,,,0:00:00,,,,,,,,,,,,,0,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,17/05/2022,16/02/2025,Engagement
18/05/2025,24/05/2025,MICF: Sydney Showcase 070424,inactive,0,,,,,,Using ad set budget,0,0,0,0,0,0,,0,-,,,,,,,,,,,,0:00:00,,,,,,,,,,,,,0,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,6/04/2024,16/02/2025,Sales
18/05/2025,24/05/2025,Retargetting - All Shows,inactive,0,,,,,,7,Daily,0,0,0,0,0,,0,-,,,,,,,,,,,,0:00:00,,,,,,,,,,,,,0,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,18/05/2022,16/02/2025,CONVERSIONS
18/05/2025,24/05/2025,Retargetting - All Shows OCT23,inactive,0,,,,,,Using ad set budget,0,0,0,0,0,0,,0,-,,,,,,,,,,,,0:00:00,,,,,,,,,,,,,0,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,4/10/2023,14/02/2025,Sales
18/05/2025,24/05/2025,Oct23 LPviews 1%Lookalike - All Shows,inactive,0,,,,,,Using ad set budget,0,0,0,0,0,0,,0,-,,,,,,,,,,,,0:00:00,,,,,,,,,,,,,0,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,29/09/2023,14/02/2025,Traffic
11/05/2025,17/05/2025,Retargetting - Carousel Launch,inactive,0,,,,,,100,Lifetime,0,0,0,0,0,,0,-,,,,,,,,,,,,0:00:00,,,,,,,,,,,,,0,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,25/09/2023,16/02/2025,Sales
11/05/2025,17/05/2025,RORY: Brisbane Sales Campaign,recently_completed,0,,,,,,500,Lifetime,0,0,0,0,0,,0,-,,,,,,,,,,,,0:00:00,,,,,,,,,,,,,0,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,27/05/2025,27/05/2025,Sales
11/05/2025,17/05/2025,LPviews 1%Lookalike - Carousel,inactive,0,,,,,,50,Lifetime,0,0,0,0,0,,0,-,,,,,,,,,,,,0:00:00,,,,,,,,,,,,,0,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,25/09/2023,16/02/2025,Traffic
11/05/2025,17/05/2025,RORY: Canberra Sales Campaign,active,0,,,,,,750,Lifetime,0,0,0,0,0,,0,-,,,,,,,,,,,,0:00:00,,,,,,,,,,,,,0,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,27/05/2025,28/05/2025,Sales
11/05/2025,17/05/2025,Retargetting - Carousel Launch Advantage+ shopping campaign Campaign,archived,0,,,,,,Using ad set budget,0,0,0,0,0,0,,0,-,,,,,,,,,,,,0:00:00,,,,,,,,,,,,,0,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,25/09/2023,25/09/2023,Sales
11/05/2025,17/05/2025,SUS: SCALE - 100% Broad,not_delivering,0,,,,,,20,Daily,0,0,0,0,0,,0,-,,,,,,,,,,,,0:00:00,,,,,,,,,,,,,0,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,27/05/2025,27/05/2025,Traffic
11/05/2025,17/05/2025,LPviews 1%Lookalike - All Shows May23,inactive,0,,,,,,10,Daily,0,0,0,0,0,,0,-,,,,,,,,,,,,0:00:00,,,,,,,,,,,,,0,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,25/05/2023,3/10/2023,Traffic
11/05/2025,17/05/2025,New Traffic Campaign,not_delivering,0,,,,,,Using ad set budget,0,0,0,0,0,0,,0,-,,,,,,,,,,,,0:00:00,,,,,,,,,,,,,0,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,15/05/2025,25/05/2025,Traffic
11/05/2025,17/05/2025,Jarred Fell Conversion 2%,inactive,0,,,,,,100,Lifetime,0,0,0,0,0,,0,-,,,,,,,,,,,,0:00:00,,,,,,,,,,,,,0,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,16/05/2023,16/02/2025,Sales
11/05/2025,17/05/2025,Rory Sydney Event Response Ads,inactive,0,,,,,,Using ad set budget,0,0,0,0,0,0,,0,-,,,,,,,,,,,,0:00:00,,,,,,,,,,,,,0,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2/05/2025,6/05/2025,Engagement
11/05/2025,17/05/2025,Day Of Boost 1% LL Traffic,inactive,0,,,,,,Using ad set budget,0,0,0,0,0,0,,0,-,,,,,,,,,,,,0:00:00,,,,,,,,,,,,,0,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,15/05/2023,29/05/2023,Sales
11/05/2025,17/05/2025,RORY LOWE TOUR - Traffic,active,299.3,,,,,,Using ad set budget,0,48755,6.138858,33678,1.447681,9.313917,3882,0.065911,7-day click or 1-day view,3046,actions:landing_page_view,0.09826001,,6903,15635,6915,5003,4031,3353,3128,11,37871,,3568,7.96226,3046,,,,,,,,49521,32.068506,0.043358,0.019143,3412,3882,10.594453,7.96226,10.131243,0.08772,0.083885,0.078289,,,,,,,,,,,,,,,,2098,,2098,,,,,,,0.14266,0.09826,,25/04/2025,25/05/2025,Traffic
11/05/2025,17/05/2025,Traffic 1%Lookalike - All Shows May23,inactive,0,,,,,,7.55,Daily,0,0,0,0,0,,0,-,,,,,,,,,,,,0:00:00,,,,,,,,,,,,,0,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,15/05/2023,25/05/2023,Traffic
11/05/2025,17/05/2025,RORY LOWE TOUR - SALES,not_delivering,592.51,14,42.322143,1.059223,627.6,627.6,Using ad set budget,0,49606,11.944321,27903,1.777802,2.245696,573,0.531876,Multiple attribution settings,14,actions:offsite_conversion.fb_pixel_purchase,42.32214286,,4162,7907,3596,2182,1618,1296,1130,14,16889,,484,1.155102,332,9,9,0,0,19,19,1.059223,52303,15.939604,0.142362,0.074935,483,572,1.734581,1.153086,1.730997,1.226729,1.224194,0.678706,,,,,382.04,,382.04,,,65.834444,822.85,,822.85,,31.184737,271,,271,,,50,,50,,2.186384,1.784669,,25/04/2025,5/05/2025,Sales
11/05/2025,17/05/2025,Retargetting - All Shows May23,inactive,0,,,,,,15,Daily,0,0,0,0,0,,0,-,,,,,,,,,,,,0:00:00,,,,,,,,,,,,,0,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,15/05/2023,12/10/2023,Sales
11/05/2025,17/05/2025,MELB: Retargetting - BOTF + RORY,completed,0,,,,,,Using ad set budget,0,0,0,0,0,0,,0,-,,,,,,,,,,,,0:00:00,,,,,,,,,,,,,0,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,10/04/2025,22/04/2025,Sales
11/05/2025,17/05/2025,Gerry Melb 23 - Reach,inactive,0,,,,,,Using ad set budget,0,0,0,0,0,0,,0,-,,,,,,,,,,,,0:00:00,,,,,,,,,,,,,0,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,20/04/2023,23/04/2023,Engagement
11/05/2025,17/05/2025,MELB: Retargetting - All Shows 270325,inactive,0,,,,,,Using ad set budget,0,0,0,0,0,0,,0,-,,,,,,,,,,,,0:00:00,,,,,,,,,,,,,0,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,3/04/2025,16/04/2025,Sales
11/05/2025,17/05/2025,Gerry Melb 23 - Traffic,inactive,0,,,,,,Using ad set budget,0,0,0,0,0,0,,0,-,,,,,,,,,,,,0:00:00,,,,,,,,,,,,,0,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,20/04/2023,23/04/2023,Traffic
11/05/2025,17/05/2025,Retargetting - Roast Battle Sydney,completed,0,,,,,,Using ad set budget,0,0,0,0,0,0,,0,-,,,,,,,,,,,,0:00:00,,,,,,,,,,,,,0,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,7/03/2025,22/04/2025,Sales
11/05/2025,17/05/2025,Steph Link Click Campaign,inactive,0,,,,,,Using ad set budget,0,0,0,0,0,0,,0,-,,,,,,,,,,,,0:00:00,,,,,,,,,,,,,0,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,30/03/2023,4/04/2023,Traffic
11/05/2025,17/05/2025,Traffic - All Shows 14 Feb 25,active,153.95,,,,,,Using ad set budget,0,13203,11.660229,9451,1.396995,4.142998,397,0.281444,7-day click or 1-day view,85,actions:landing_page_view,1.81117647,,522,1385,1198,724,553,474,454,5,3544,,369,3.006892,85,,,,,,,,11957,10.49004,0.294923,0.111155,368,397,3.904349,3.006892,3.893768,0.418342,0.417209,0.325476,,,,,,,,,,,,,,,,11,,11,,,,,,,13.995455,1.811176,,14/02/2025,7/05/2025,Traffic
11/05/2025,17/05/2025,Steph Video Views Awareness,inactive,0,,,,,,Using ad set budget,0,0,0,0,0,0,,0,-,,,,,,,,,,,,0:00:00,,,,,,,,,,,,,0,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,29/03/2023,16/02/2025,Awareness
11/05/2025,17/05/2025,Gocsy Tour,inactive,0,,,,,,Using ad set budget,0,0,0,0,0,0,,0,-,,,,,,,,,,,,0:00:00,,,,,,,,,,,,,0,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,29/11/2024,16/02/2025,Sales
11/05/2025,17/05/2025,Event: Dark Jokes Night (Halloween),inactive,0,,,,,,20,Lifetime,0,0,0,0,0,,0,-,,,,,,,,,,,,0:00:00,,,,,,,,,,,,,0,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,25/10/2022,16/02/2025,CONVERSIONS
11/05/2025,17/05/2025,Retargetting - Arcade OCT24,inactive,0,,,,,,Using ad set budget,0,0,0,0,0,0,,0,-,,,,,,,,,,,,0:00:00,,,,,,,,,,,,,0,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,15/10/2024,16/02/2025,Sales
11/05/2025,17/05/2025,Reach - All Shows – Weekly Blitz,inactive,0,,,,,,850,Lifetime,0,0,0,0,0,,0,-,,,,,,,,,,,,0:00:00,,,,,,,,,,,,,0,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,18/07/2022,16/02/2025,Reach
11/05/2025,17/05/2025,Retargetting - All Shows 14 Feb 25,inactive,0,,,,,,Using ad set budget,0,0,0,0,0,0,,0,-,,,,,,,,,,,,0:00:00,,,,,,,,,,,,,0,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,14/02/2025,8/05/2025,Sales
11/05/2025,17/05/2025,Event: Harry's Comedy - Mondays,inactive,0,,,,,,10,Lifetime,0,0,0,0,0,,0,-,,,,,,,,,,,,0:00:00,,,,,,,,,,,,,0,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,10/07/2022,16/02/2025,CONVERSIONS
11/05/2025,17/05/2025,Retargeting - David Rose Aug 18th 24,inactive,0,,,,,,100,Lifetime,0,0,0,0,0,,0,-,,,,,,,,,,,,0:00:00,,,,,,,,,,,,,0,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,16/08/2024,16/02/2025,Sales
11/05/2025,17/05/2025,"Post: ""You're in for an absolute treat if you're coming...""",inactive,0,,,,,,10,Lifetime,0,0,0,0,0,,0,-,,,,,,,,,,,,0:00:00,,,,,,,,,,,,,0,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,21/06/2022,22/06/2022,Traffic
11/05/2025,17/05/2025,Retargeting - July 24 - GoodChat + Steph,inactive,0,,,,,,300,Lifetime,0,0,0,0,0,,0,-,,,,,,,,,,,,0:00:00,,,,,,,,,,,,,0,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,16/07/2024,16/02/2025,Sales
11/05/2025,17/05/2025,"Post: ""Harry's Comedy in Surry Hills this Monday is...""",inactive,0,,,,,,10,Lifetime,0,0,0,0,0,,0,-,,,,,,,,,,,,0:00:00,,,,,,,,,,,,,0,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,5/06/2022,16/02/2025,Engagement
11/05/2025,17/05/2025,Retargetting - WEEKLY SHOWS,inactive,0,,,,,,25,Daily,0,0,0,0,0,,0,-,,,,,,,,,,,,0:00:00,,,,,,,,,,,,,0,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,14/07/2024,16/02/2025,Sales
