"Reporting starts","Reporting ends","Campaign name","Audience segments","Campaign Delivery","Amount spent (AUD)","Website purchases","Cost per purchase (AUD)","Purchase ROAS (return on ad spend)","Purchases conversion value","Website purchases conversion value","Ad set budget","Ad set budget type",Impressions,"CPM (cost per 1,000 impressions) (AUD)",Reach,Frequency,"CTR (all)","Link clicks","CPC (all) (AUD)","Attribution setting",Results,"Result indicator","Cost per results","Meta purchases",ThruPlays,"3-second video plays","Video plays at 25%","Video plays at 50%","Video plays at 75%","Video plays at 95%","Video plays at 100%","Video average play time","Video plays",profile_visit_view,"Unique link clicks","CTR (link click-through rate)","Landing page views","Adds to cart","Website adds to cart","Adds of payment info","Website adds of payment info","Checkouts Initiated","Website checkouts initiated","Website purchase ROAS (return on ad spend)",Views,"3-second video plays rate per impressions","Cost per ThruPlay (AUD)","Cost per 3-second video play (AUD)","Unique outbound clicks","Outbound clicks","Unique CTR (link click-through rate)","Outbound CTR (click-through rate)","Unique outbound CTR (click-through rate)","Cost per unique outbound click (AUD)","Cost per unique link click (AUD)","Cost per unique click (all) (AUD)","Adds of payment info conversion value","In-app adds of payment info conversion value","Website adds of payment info conversion value","Offline adds of payment info conversion value","Adds to cart conversion value","In-app adds to cart conversion value","Website adds to cart conversion value","Offline adds to cart conversion value","Cost per add of payment info (AUD)","Cost per add to cart (AUD)","Checkouts initiated conversion value","In-app checkouts initiated conversion value","Website checkouts initiated conversion value","Offline checkouts initiated conversion value","Cost per checkout initiated (AUD)","Content views","In-app content views","Website content views","Offline content views","Meta content views","Content views conversion value","In-app content views conversion value","Website content views conversion value","Offline content views conversion value","Cost per content view (AUD)","Cost per landing page view (AUD)","Orders created","Date created","Date last edited",Objective
2023-02-24,2023-02-24,"Reach - All Shows",uncategorized,inactive,4.89,,,,,,5,Daily,2648,1.846677,2155,1.22877,0,1,0,"7-day click or 1-day view",2155,reach,2.26914153,,,134,,,,,,00:00:00,,,,0.037764,,,,,,,,,0,5.060423,,0.036493,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-06-02,2023-05-12,Reach
2023-02-24,2023-02-24,"Retargetting - All Shows",uncategorized,inactive,6.9,,,,,,7,Daily,456,15.131579,278,1.640288,0,,0,"Multiple attribution settings",,,,,,56,,,,,,00:00:00,,,,,,,,,,,,,0,12.280702,,0.123214,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-05-18,2025-02-16,CONVERSIONS
2023-02-23,2023-02-23,"Reach - All Shows",uncategorized,inactive,4.76,,,,,,5,Daily,2655,1.792844,2264,1.172703,0,,0,"7-day click or 1-day view",2264,reach,2.1024735,,,136,,,,,,00:00:00,,,,,,,,,,,,,0,5.122411,,0.035,,,0,,,,,0,,,,,,,,,,,,,,,,1,,1,,,,,,,4.76,,,2022-06-02,2023-05-12,Reach
2023-02-23,2023-02-23,"Retargetting - All Shows",uncategorized,inactive,6.63,,,,,,7,Daily,435,15.241379,258,1.686047,0,3,0,"Multiple attribution settings",,,,,,46,,,,,,00:00:00,,,,0.689655,,,,,,,,,0,10.574713,,0.14413,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-05-18,2025-02-16,CONVERSIONS
2023-02-22,2023-02-22,"Reach - All Shows",uncategorized,inactive,4.69,,,,,,5,Daily,2809,1.669633,2474,1.135408,0,1,0,"7-day click or 1-day view",2474,reach,1.89571544,,,118,,,,,,00:00:00,,,,0.0356,,,,,,,,,0,4.200783,,0.039746,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-06-02,2023-05-12,Reach
2023-02-22,2023-02-22,"Retargetting - All Shows",uncategorized,inactive,6.93,,,,,,7,Daily,378,18.333333,232,1.62931,0,1,0,"Multiple attribution settings",,,,,,32,,,,,,00:00:00,,,,0.26455,,,,,,,,,0,8.465608,,0.216563,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-05-18,2025-02-16,CONVERSIONS
2023-02-21,2023-02-21,"Reach - All Shows",uncategorized,inactive,4.91,,,,,,5,Daily,3148,1.55972,2753,1.14348,0,,0,"7-day click or 1-day view",2753,reach,1.7835089,,,113,,,,,,00:00:00,,,,,,,,,,,,,0,3.589581,,0.043451,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-06-02,2023-05-12,Reach
2023-02-21,2023-02-21,"Retargetting - All Shows",uncategorized,inactive,6.83,,,,,,7,Daily,391,17.468031,213,1.835681,0,4,0,"Multiple attribution settings",,,,,,35,,,,,,00:00:00,,,,1.023018,2,,,,,,,,0,8.951407,,0.195143,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,3.415,,2022-05-18,2025-02-16,CONVERSIONS
2023-02-20,2023-02-20,"Reach - All Shows",uncategorized,inactive,5.09,,,,,,5,Daily,3074,1.655823,2667,1.152606,0,1,0,"7-day click or 1-day view",2667,reach,1.90851144,,,137,,,,,,00:00:00,,,,0.032531,,,,,,,,,0,4.456734,,0.037153,,,0,,,,,0,,,,,,,,,,,,,,,,2,,2,,,,,,,2.545,,,2022-06-02,2023-05-12,Reach
2023-02-20,2023-02-20,"Retargetting - All Shows",uncategorized,inactive,6.97,,,,,,7,Daily,434,16.059908,199,2.180905,0,1,0,"Multiple attribution settings",,,,,,37,,,,,,00:00:00,,,,0.230415,1,,,,,,,,0,8.525346,,0.188378,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,6.97,,2022-05-18,2025-02-16,CONVERSIONS
2023-02-19,2023-02-19,"Reach - All Shows",uncategorized,inactive,5.25,,,,,,5,Daily,3234,1.623377,2681,1.206266,0,2,0,"7-day click or 1-day view",2681,reach,1.95822454,,,130,,,,,,00:00:00,,,,0.061843,,,,,,,,,0,4.01979,,0.040385,,,0,,,,,0,,,,,,,,,,,,,,,,1,,1,,,,,,,5.25,,,2022-06-02,2023-05-12,Reach
2023-02-19,2023-02-19,"Retargetting - All Shows",uncategorized,inactive,7.41,,,,,,7,Daily,442,16.764706,279,1.584229,0,3,0,"Multiple attribution settings",,,,,,45,,,,,,00:00:00,,,,0.678733,2,,,,,,,,0,10.180995,,0.164667,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,3.705,,2022-05-18,2025-02-16,CONVERSIONS
2023-02-18,2023-02-18,"Reach - All Shows",uncategorized,inactive,5.33,,,,,,5,Daily,3071,1.735591,2776,1.106268,0,3,0,"7-day click or 1-day view",2776,reach,1.92002882,,,109,,,,,,00:00:00,,,,0.097688,,,,,,,,,0,3.549332,,0.048899,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-06-02,2023-05-12,Reach
2023-02-18,2023-02-18,"Retargetting - All Shows",uncategorized,inactive,7.3,,,,,,7,Daily,466,15.665236,284,1.640845,0,1,0,"Multiple attribution settings",,,,,,50,,,,,,00:00:00,,,,0.214592,1,,,,,,,,0,10.729614,,0.146,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,7.3,,2022-05-18,2025-02-16,CONVERSIONS
2023-02-17,2023-02-17,"Reach - All Shows",uncategorized,inactive,4.94,,,,,,5,Daily,2899,1.704036,2780,1.042806,0,3,0,"7-day click or 1-day view",2780,reach,1.77697842,,,79,,,,,,00:00:00,,,,0.103484,,,,,,,,,0,2.725078,,0.062532,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-06-02,2023-05-12,Reach
2023-02-17,2023-02-17,"Retargetting - All Shows",uncategorized,inactive,6.39,,,,,,7,Daily,333,19.189189,163,2.042945,0,3,0,"Multiple attribution settings",,,,,,23,,,,,,00:00:00,,,,0.900901,2,,,,,,,,0,6.906907,,0.277826,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,3.195,,2022-05-18,2025-02-16,CONVERSIONS
2023-02-16,2023-02-16,"Reach - All Shows – Weekly Blitz",uncategorized,inactive,0,,,,,,850,Lifetime,0,0,0,0,0,,0,"7-day click or 1-day view",,,,,,,,,,,,00:00:00,,,,,1,,,,,,,,0,,,,,,0,,,,,0,,,,,,,,,,,,,,,,1,,1,,,,,,,0,0,,2022-07-18,2025-02-16,Reach
2023-02-16,2023-02-16,"Reach - All Shows",uncategorized,inactive,4.89,2,2.445,12.269939,60,60,5,Daily,2576,1.898292,2255,1.14235,0,,0,"7-day click or 1-day view",2255,reach,2.16851441,,,106,,,,,,00:00:00,,,,,,,,,,2,2,12.269939,0,4.114907,,0.046132,,,0,,,,,0,,,,,,,,,,,60,,60,,2.445,3,,3,,,,,,,1.63,,,2022-06-02,2023-05-12,Reach
2023-02-16,2023-02-16,"Retargetting - All Shows",uncategorized,inactive,6.91,,,,,,7,Daily,290,23.827586,145,2,0,4,0,"Multiple attribution settings",,,,,,27,,,,,,00:00:00,,,,1.37931,1,,,,,,,,0,9.310345,,0.255926,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,6.91,,2022-05-18,2025-02-16,CONVERSIONS
2023-02-15,2023-02-15,"Reach - All Shows – Weekly Blitz",uncategorized,inactive,19.87,,,,,,850,Lifetime,5192,3.827042,5192,1,0,4,0,"7-day click or 1-day view",5192,reach,3.8270416,,,215,,,,,,00:00:00,,,,0.077042,1,,,,,,,,0,4.140986,,0.092419,,,0,,,,,0,,,,,,,,,,,,,,,,1,,1,,,,,,,19.87,19.87,,2022-07-18,2025-02-16,Reach
2023-02-15,2023-02-15,"Reach - All Shows",uncategorized,inactive,4.68,,,,,,5,Daily,2601,1.799308,2401,1.083299,0,,0,"7-day click or 1-day view",2401,reach,1.94918784,,,89,,,,,,00:00:00,,,,,,,,,,,,,0,3.421761,,0.052584,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-06-02,2023-05-12,Reach
2023-02-15,2023-02-15,"Retargetting - All Shows",uncategorized,inactive,7.02,,,,,,7,Daily,428,16.401869,299,1.431438,0,5,0,"Multiple attribution settings",,,,,,54,,,,,,00:00:00,,,,1.168224,2,,,,,,,,0,12.616822,,0.13,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,3.51,,2022-05-18,2025-02-16,CONVERSIONS
2023-02-14,2023-02-14,"Reach - All Shows",uncategorized,inactive,4.9,,,,,,5,Daily,2887,1.697264,2474,1.166936,0,,0,"7-day click or 1-day view",2474,reach,1.98059822,,,63,,,,,,00:00:00,,,,,,,,,,,,,0,2.182196,,0.077778,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-06-02,2023-05-12,Reach
2023-02-14,2023-02-14,"Retargetting - All Shows",uncategorized,inactive,6.91,,,,,,7,Daily,510,13.54902,393,1.29771,0,11,0,"Multiple attribution settings",,,,,,56,,,,,,00:00:00,,,,2.156863,8,,,,,,,,0,10.980392,,0.123393,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0.86375,,2022-05-18,2025-02-16,CONVERSIONS
2023-02-13,2023-02-13,"Reach - All Shows",uncategorized,inactive,5.07,,,,,,5,Daily,2910,1.742268,2521,1.154304,0,2,0,"7-day click or 1-day view",2521,reach,2.0111067,,,69,,,,,,00:00:00,,,,0.068729,,,,,,,,,0,2.371134,,0.073478,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-06-02,2023-05-12,Reach
2023-02-13,2023-02-13,"Retargetting - All Shows",uncategorized,inactive,7.14,,,,,,7,Daily,469,15.223881,360,1.302778,0,3,0,"Multiple attribution settings",,,,,,49,,,,,,00:00:00,,,,0.639659,2,,,,,,,,0,10.447761,,0.145714,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,3.57,,2022-05-18,2025-02-16,CONVERSIONS
2023-02-12,2023-02-12,"Reach - All Shows",uncategorized,inactive,5.19,,,,,,5,Daily,3071,1.690003,2573,1.193548,0,1,0,"7-day click or 1-day view",2573,reach,2.01710066,,,111,,,,,,00:00:00,,,,0.032563,,,,,,,,,0,3.614458,,0.046757,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-06-02,2023-05-12,Reach
2023-02-12,2023-02-12,"Retargetting - All Shows",uncategorized,inactive,7.31,,,,,,7,Daily,448,16.316964,335,1.337313,0,3,0,"Multiple attribution settings",,,,,,43,,,,,,00:00:00,,,,0.669643,3,,,,,,,,0,9.598214,,0.17,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,2.436667,,2022-05-18,2025-02-16,CONVERSIONS
2023-02-11,2023-02-11,"Reach - All Shows",uncategorized,inactive,5.47,,,,,,5,Daily,3039,1.799934,2709,1.121816,0,,0,"7-day click or 1-day view",2709,reach,2.01919528,,,79,,,,,,00:00:00,,,,,,,,,,,,,0,2.599539,,0.069241,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-06-02,2023-05-12,Reach
2023-02-11,2023-02-11,"Retargetting - All Shows",uncategorized,inactive,7.45,,,,,,7,Daily,589,12.648557,499,1.180361,0,5,0,"Multiple attribution settings",,,,,,74,,,,,,00:00:00,,,,0.848896,3,,,,,,,,0,12.563667,,0.100676,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,2.483333,,2022-05-18,2025-02-16,CONVERSIONS
2023-02-10,2023-02-10,"Reach - All Shows",uncategorized,inactive,4.89,,,,,,5,Daily,2700,1.811111,2430,1.111111,0,1,0,"7-day click or 1-day view",2430,reach,2.01234568,,,70,,,,,,00:00:00,,,,0.037037,,,,,,,,,0,2.592593,,0.069857,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-06-02,2023-05-12,Reach
2023-02-10,2023-02-10,"Retargetting - All Shows",uncategorized,inactive,6.68,,,,,,7,Daily,389,17.172237,284,1.369718,0,7,0,"Multiple attribution settings",,,,,,32,,,,,,00:00:00,,,,1.799486,1,,,,,,,,0,8.226221,,0.20875,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,6.68,,2022-05-18,2025-02-16,CONVERSIONS
2023-02-09,2023-02-09,"Reach - All Shows",uncategorized,inactive,4.8,,,,,,5,Daily,2820,1.702128,2567,1.098559,0,2,0,"7-day click or 1-day view",2567,reach,1.86988703,,,85,,,,,,00:00:00,,,,0.070922,,,,,,,,,0,3.014184,,0.056471,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-06-02,2023-05-12,Reach
2023-02-09,2023-02-09,"Retargetting - All Shows",uncategorized,inactive,6.78,,,,,,7,Daily,386,17.564767,294,1.312925,0,6,0,"Multiple attribution settings",,,,,,37,,,,,,00:00:00,,,,1.554404,3,,,,,,,,0,9.585492,,0.183243,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,2.26,,2022-05-18,2025-02-16,CONVERSIONS
2023-02-08,2023-02-08,"Reach - All Shows",uncategorized,inactive,4.8,,,,,,5,Daily,3014,1.592568,2690,1.120446,0,,0,"7-day click or 1-day view",2690,reach,1.78438662,,,66,,,,,,00:00:00,,,,,,,,,,,,,0,2.189781,,0.072727,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-06-02,2023-05-12,Reach
2023-02-08,2023-02-08,"Retargetting - All Shows",uncategorized,inactive,6.76,,,,,,7,Daily,459,14.727669,338,1.357988,0,3,0,"Multiple attribution settings",,,,,,50,,,,,,00:00:00,,,,0.653595,3,,,,,,,,0,10.893246,,0.1352,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,2.253333,,2022-05-18,2025-02-16,CONVERSIONS
2023-02-07,2023-02-07,"Reach - All Shows",uncategorized,inactive,4.86,,,,,,5,Daily,3224,1.507444,2878,1.120222,0,2,0,"7-day click or 1-day view",2878,reach,1.68867269,,,110,,,,,,00:00:00,,,,0.062035,,,,,,,,,0,3.411911,,0.044182,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-06-02,2023-05-12,Reach
2023-02-07,2023-02-07,"Retargetting - All Shows",uncategorized,inactive,6.72,,,,,,7,Daily,492,13.658537,392,1.255102,0,,0,"Multiple attribution settings",,,,,,57,,,,,,00:00:00,,,,,,,,,,,,,0,11.585366,,0.117895,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-05-18,2025-02-16,CONVERSIONS
2023-02-06,2023-02-06,"Reach - All Shows",uncategorized,inactive,4.91,,,,,,5,Daily,3710,1.32345,3508,1.057583,0,,0,"7-day click or 1-day view",3508,reach,1.39965792,,,72,,,,,,00:00:00,,,,,1,,,,,,,,0,1.940701,,0.068194,,,0,,,,,0,,,,,,,,,,,,,,,,1,,1,,,,,,,4.91,4.91,,2022-06-02,2023-05-12,Reach
2023-02-06,2023-02-06,"Retargetting - All Shows",uncategorized,inactive,7.31,,,,,,7,Daily,669,10.926756,475,1.408421,0,2,0,"Multiple attribution settings",,,,,,64,,,,,,00:00:00,,,,0.298954,,,,,,,,,0,9.566517,,0.114219,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-05-18,2025-02-16,CONVERSIONS
2023-02-05,2023-02-05,"Reach - All Shows",uncategorized,inactive,5.2,,,,,,5,Daily,4212,1.234568,4039,1.042832,0,3,0,"7-day click or 1-day view",4039,reach,1.28744739,,,70,,,,,,00:00:00,,,,0.071225,,,,,,,,,0,1.661918,,0.074286,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-06-02,2023-05-12,Reach
2023-02-05,2023-02-05,"Retargetting - All Shows",uncategorized,inactive,7.24,,,,,,7,Daily,732,9.89071,544,1.345588,0,4,0,"Multiple attribution settings",,,,,,77,,,,,,00:00:00,,,,0.546448,3,,,,,,,,0,10.519126,,0.094026,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,2.413333,,2022-05-18,2025-02-16,CONVERSIONS
2023-02-04,2023-02-04,"Reach - All Shows",uncategorized,inactive,5.37,,,,,,5,Daily,4187,1.282541,4004,1.045704,0,,0,"7-day click or 1-day view",4004,reach,1.34115884,,,60,,,,,,00:00:00,,,,,,,,,,,,,0,1.433007,,0.0895,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-06-02,2023-05-12,Reach
2023-02-04,2023-02-04,"Retargetting - All Shows",uncategorized,inactive,7.64,,,,,,7,Daily,890,8.58427,740,1.202703,0,5,0,"Multiple attribution settings",,,,,,112,,,,,,00:00:00,,,,0.561798,4,,,,,,,,0,12.58427,,0.068214,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,1.91,,2022-05-18,2025-02-16,CONVERSIONS
2023-02-03,2023-02-03,"Reach - All Shows",uncategorized,inactive,4.98,,,,,,5,Daily,3515,1.416785,3281,1.07132,0,,0,"7-day click or 1-day view",3281,reach,1.51782993,,,71,,,,,,00:00:00,,,,,,,,,,,,,0,2.019915,,0.070141,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-06-02,2023-05-12,Reach
2023-02-03,2023-02-03,"Retargetting - All Shows",uncategorized,inactive,6.46,,,,,,7,Daily,538,12.007435,351,1.532764,0,1,0,"Multiple attribution settings",,,,,,52,,,,,,00:00:00,,,,0.185874,1,,,,,,,,0,9.665428,,0.124231,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,6.46,,2022-05-18,2025-02-16,CONVERSIONS
2023-02-02,2023-02-02,"Reach - All Shows",uncategorized,inactive,4.75,,,,,,5,Daily,3149,1.508415,2823,1.11548,0,,0,"7-day click or 1-day view",2823,reach,1.68260716,,,93,,,,,,00:00:00,,,,,,,,,,,,,0,2.953319,,0.051075,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-06-02,2023-05-12,Reach
2023-02-02,2023-02-02,"Retargetting - All Shows",uncategorized,inactive,6.6,,,,,,7,Daily,491,13.441955,327,1.501529,0,3,0,"Multiple attribution settings",,,,,,38,,,,,,00:00:00,,,,0.610998,,,,,,,,,0,7.739308,,0.173684,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-05-18,2025-02-16,CONVERSIONS
2023-02-01,2023-02-01,"Reach - All Shows – Weekly Blitz",uncategorized,inactive,0.02,,,,,,850,Lifetime,5,4,5,1,0,,0,"7-day click or 1-day view",5,reach,4,,,,,,,,,00:00:00,,,,,,,,,,,,,0,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-07-18,2025-02-16,Reach
2023-02-01,2023-02-01,"Reach - All Shows",uncategorized,inactive,4.71,,,,,,5,Daily,3332,1.413565,3090,1.078317,0,,0,"7-day click or 1-day view",3090,reach,1.52427184,,,94,,,,,,00:00:00,,,,,,,,,,,,,0,2.821128,,0.050106,,,0,,,,,0,,,,,,,,,,,,,,,,2,,2,,,,,,,2.355,,,2022-06-02,2023-05-12,Reach
2023-02-01,2023-02-01,"Retargetting - All Shows",uncategorized,inactive,6.81,,,,,,7,Daily,545,12.495413,429,1.270396,0,2,0,"Multiple attribution settings",,,,,,75,,,,,,00:00:00,,,,0.366972,2,,,,,,,,0,13.761468,,0.0908,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,3.405,,2022-05-18,2025-02-16,CONVERSIONS
2023-01-31,2023-01-31,"Reach - All Shows",uncategorized,inactive,4.91,,,,,,5,Daily,3428,1.432322,3099,1.106163,0,,0,"7-day click or 1-day view",3099,reach,1.58438206,,,85,,,,,,00:00:00,,,,,1,,,,,,,,0,2.47958,,0.057765,,,0,,,,,0,,,,,,,,,,,,,,,,1,,1,,,,,,,4.91,4.91,,2022-06-02,2023-05-12,Reach
2023-01-31,2023-01-31,"Retargetting - All Shows",uncategorized,inactive,6.89,,,,,,7,Daily,574,12.003484,457,1.256018,0,8,0,"Multiple attribution settings",,,,,,73,,,,,,00:00:00,,,,1.393728,6,,,,,,,,0,12.71777,,0.094384,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,1.148333,,2022-05-18,2025-02-16,CONVERSIONS
2023-01-30,2023-01-30,"Reach - All Shows",uncategorized,inactive,5.08,,,,,,5,Daily,3584,1.417411,3136,1.142857,0,3,0,"7-day click or 1-day view",3136,reach,1.61989796,,,86,,,,,,00:00:00,,,,0.083705,,,,,,,,,0,2.399554,,0.05907,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-06-02,2023-05-12,Reach
2023-01-30,2023-01-30,"Retargetting - All Shows",uncategorized,inactive,7.21,,,,,,7,Daily,671,10.745156,527,1.273245,0,3,0,"Multiple attribution settings",,,,,,72,,,,,,00:00:00,,,,0.447094,2,,,,,,,,0,10.730253,,0.100139,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,3.605,,2022-05-18,2025-02-16,CONVERSIONS
2023-01-29,2023-01-29,"Reach - All Shows",uncategorized,inactive,5.2,,,,,,5,Daily,3685,1.411126,3269,1.127256,0,,0,"7-day click or 1-day view",3269,reach,1.59070052,,,75,,,,,,00:00:00,,,,,,,,,,,,,0,2.035278,,0.069333,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-06-02,2023-05-12,Reach
2023-01-29,2023-01-29,"Retargetting - All Shows",uncategorized,inactive,7.39,,,,,,7,Daily,652,11.334356,534,1.220974,0,2,0,"Multiple attribution settings",,,,,,85,,,,,,00:00:00,,,,0.306748,1,,,,,,,,0,13.03681,,0.086941,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,7.39,,2022-05-18,2025-02-16,CONVERSIONS
2023-01-28,2023-01-28,"Reach - All Shows",uncategorized,inactive,4.89,,,,,,5,Daily,3227,1.515339,2815,1.146359,0,2,0,"7-day click or 1-day view",2815,reach,1.73712256,,,67,,,,,,00:00:00,,,,0.061977,,,,,,,,,0,2.076232,,0.072985,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-06-02,2023-05-12,Reach
2023-01-28,2023-01-28,"Retargetting - All Shows",uncategorized,inactive,6.62,,,,,,7,Daily,784,8.443878,692,1.132948,0,5,0,"Multiple attribution settings",,,,,,116,,,,,,00:00:00,,,,0.637755,2,,,,,,,,0,14.795918,,0.057069,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,3.31,,2022-05-18,2025-02-16,CONVERSIONS
2023-01-27,2023-01-27,"Reach - All Shows",uncategorized,inactive,5.33,,,,,,5,Daily,3236,1.647095,2937,1.101805,0,,0,"7-day click or 1-day view",2937,reach,1.81477698,,,89,,,,,,00:00:00,,,,,,,,,,,,,0,2.750309,,0.059888,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-06-02,2023-05-12,Reach
2023-01-27,2023-01-27,"Retargetting - All Shows",uncategorized,inactive,7.1,,,,,,7,Daily,679,10.456554,572,1.187063,0,6,0,"Multiple attribution settings",,,,,,114,,,,,,00:00:00,,,,0.883652,5,,,,,,,,0,16.789396,,0.062281,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,1.42,,2022-05-18,2025-02-16,CONVERSIONS
2023-01-26,2023-01-26,"Reach - All Shows",uncategorized,inactive,4.83,,,,,,5,Daily,3243,1.489362,2823,1.148778,0,3,0,"7-day click or 1-day view",2823,reach,1.7109458,,,85,,,,,,00:00:00,,,,0.092507,,,,,,,,,0,2.62103,,0.056824,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-06-02,2023-05-12,Reach
2023-01-26,2023-01-26,"Retargetting - All Shows",uncategorized,inactive,6.79,,,,,,7,Daily,656,10.35061,542,1.210332,0,7,0,"Multiple attribution settings",,,,,,105,,,,,,00:00:00,,,,1.067073,4,,,,,,,,0,16.006098,,0.064667,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,1.6975,,2022-05-18,2025-02-16,CONVERSIONS
2023-01-25,2023-01-25,"Reach - All Shows",uncategorized,inactive,4.82,,,,,,5,Daily,3053,1.578775,2792,1.093481,0,,0,"7-day click or 1-day view",2792,reach,1.72636103,,,69,,,,,,00:00:00,,,,,1,,,,,,,,0,2.260072,,0.069855,,,0,,,,,0,,,,,,,,,,,,,,,,1,,1,,,,,,,4.82,4.82,,2022-06-02,2023-05-12,Reach
2023-01-25,2023-01-25,"Retargetting - All Shows",uncategorized,inactive,7.02,,,,,,7,Daily,644,10.900621,520,1.238462,0,7,0,"Multiple attribution settings",,,,,,93,,,,,,00:00:00,,,,1.086957,4,,,,,,,,0,14.440994,,0.075484,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,1.755,,2022-05-18,2025-02-16,CONVERSIONS
2023-01-24,2023-01-24,"Reach - All Shows",uncategorized,inactive,4.86,,,,,,5,Daily,3242,1.499075,2859,1.133963,0,,0,"7-day click or 1-day view",2859,reach,1.69989507,,,69,,,,,,00:00:00,,,,,,,,,,,,,0,2.128316,,0.070435,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-06-02,2023-05-12,Reach
2023-01-24,2023-01-24,"Retargetting - All Shows",uncategorized,inactive,7.03,,,,,,7,Daily,571,12.311734,455,1.254945,0,10,0,"Multiple attribution settings",,,,,,96,,,,,,00:00:00,,,,1.751313,4,,,,,,,,0,16.812609,,0.073229,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,1.7575,,2022-05-18,2025-02-16,CONVERSIONS
2023-01-23,2023-01-23,"Reach - All Shows",uncategorized,inactive,5.03,,,,,,5,Daily,3577,1.406206,3150,1.135556,0,1,0,"7-day click or 1-day view",3150,reach,1.5968254,,,105,,,,,,00:00:00,,,,0.027956,,,,,,,,,0,2.935421,,0.047905,,,0,,,,,0,,,,,,,,,,,,,,,,1,,1,,,,,,,5.03,,,2022-06-02,2023-05-12,Reach
