"Reporting starts","Reporting ends","Campaign name","Audience segments","Campaign Delivery","Amount spent (AUD)","Website purchases","Cost per purchase (AUD)","Purchase ROAS (return on ad spend)","Purchases conversion value","Website purchases conversion value","Ad set budget","Ad set budget type",Impressions,"CPM (cost per 1,000 impressions) (AUD)",Reach,Frequency,"CTR (all)","Link clicks","CPC (all) (AUD)","Attribution setting",Results,"Result indicator","Cost per results","Meta purchases",ThruPlays,"3-second video plays","Video plays at 25%","Video plays at 50%","Video plays at 75%","Video plays at 95%","Video plays at 100%","Video average play time","Video plays",profile_visit_view,"Unique link clicks","CTR (link click-through rate)","Landing page views","Adds to cart","Website adds to cart","Adds of payment info","Website adds of payment info","Checkouts Initiated","Website checkouts initiated","Website purchase ROAS (return on ad spend)",Views,"3-second video plays rate per impressions","Cost per ThruPlay (AUD)","Cost per 3-second video play (AUD)","Unique outbound clicks","Outbound clicks","Unique CTR (link click-through rate)","Outbound CTR (click-through rate)","Unique outbound CTR (click-through rate)","Cost per unique outbound click (AUD)","Cost per unique link click (AUD)","Cost per unique click (all) (AUD)","Adds of payment info conversion value","In-app adds of payment info conversion value","Website adds of payment info conversion value","Offline adds of payment info conversion value","Adds to cart conversion value","In-app adds to cart conversion value","Website adds to cart conversion value","Offline adds to cart conversion value","Cost per add of payment info (AUD)","Cost per add to cart (AUD)","Checkouts initiated conversion value","In-app checkouts initiated conversion value","Website checkouts initiated conversion value","Offline checkouts initiated conversion value","Cost per checkout initiated (AUD)","Content views","In-app content views","Website content views","Offline content views","Meta content views","Content views conversion value","In-app content views conversion value","Website content views conversion value","Offline content views conversion value","Cost per content view (AUD)","Cost per landing page view (AUD)","Orders created","Date created","Date last edited",Objective
2024-11-19,2024-11-19,"Retargetting - All Shows OCT23",existing,inactive,7.1,3,2.366667,22.816901,162,162,"Using ad set budget",0,421,16.864608,223,1.887892,0,1,0,"1-day click, 1-day view, or 1-day engaged-view",3,actions:offsite_conversion.fb_pixel_purchase,2.36666667,,,21,,,,,,00:00:00,,,,0.23753,1,3,3,1,1,5,5,22.816901,0,4.988124,,0.338095,,,0,,,,,0,,,,,79,,79,,7.1,2.366667,218.76,,218.76,,1.42,2,,2,,,,,,,3.55,7.1,,2023-10-04,2025-02-14,Sales
2024-11-19,2024-11-19,"Oct23 LPviews 1%Lookalike - All Shows",unknown,inactive,11.79,,,,,,"Using ad set budget",0,1223,9.640229,1223,1,0,42,0,"7-day click or 1-day view",36,actions:landing_page_view,0.3275,,,29,,,,,,00:00:00,,,,3.434178,36,,,,,,,,0,2.371218,,0.406552,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0.3275,,2023-09-29,2025-02-14,Traffic
2024-11-18,2024-11-18,"Retargetting - All Shows OCT23",prospecting,inactive,28.39,,,,,,"Using ad set budget",0,2621,10.831744,2525,1.03802,0,41,0,"1-day click, 1-day view, or 1-day engaged-view",,,,,,15,,,,,,00:00:00,,,,1.564288,35,,,,,,,,0,0.572301,,1.892667,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0.811143,,2023-10-04,2025-02-14,Sales
2024-11-18,2024-11-18,"Retargetting - All Shows OCT23",existing,inactive,2.09,,,,,,"Using ad set budget",0,141,14.822695,115,1.226087,0,,0,"1-day click, 1-day view, or 1-day engaged-view",,,,,,5,,,,,,00:00:00,,,,,,2,2,,,,,,0,3.546099,,0.418,,,0,,,,,0,,,,,49,,49,,,1.045,,,,,,1,,1,,,,,,,2.09,,,2023-10-04,2025-02-14,Sales
2024-11-18,2024-11-18,"Oct23 LPviews 1%Lookalike - All Shows",unknown,inactive,12.42,,,,,,"Using ad set budget",0,996,12.46988,942,1.057325,0,25,0,"7-day click or 1-day view",22,actions:landing_page_view,0.56454545,,,8,,,,,,00:00:00,,,,2.51004,22,,,,,,,,0,0.803213,,1.5525,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0.564545,,2023-09-29,2025-02-14,Traffic
2024-11-17,2024-11-17,"Retargetting - All Shows OCT23",prospecting,inactive,0.95,,,,,,"Using ad set budget",0,94,10.106383,92,1.021739,0,3,0,"1-day click, 1-day view, or 1-day engaged-view",,,,,,,,,,,,00:00:00,,,,3.191489,2,,,,,,,,0,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0.475,,2023-10-04,2025-02-14,Sales
2024-11-17,2024-11-17,"Retargetting - All Shows OCT23",existing,inactive,0.35,,,,,,"Using ad set budget",0,22,15.909091,18,1.222222,0,,0,"1-day click, 1-day view, or 1-day engaged-view",,,,,,,,,,,,00:00:00,,,,,,,,,,,,,0,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-10-04,2025-02-14,Sales
2024-11-17,2024-11-17,"Oct23 LPviews 1%Lookalike - All Shows",unknown,inactive,0.85,,,,,,"Using ad set budget",0,122,6.967213,118,1.033898,0,5,0,"7-day click or 1-day view",4,actions:landing_page_view,0.2125,,,,,,,,,00:00:00,,,,4.098361,4,,,,,,,,0,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0.2125,,2023-09-29,2025-02-14,Traffic
2024-11-16,2024-11-16,"Retargetting - All Shows OCT23",prospecting,inactive,15.22,,,,,,"Using ad set budget",0,1440,10.569444,1286,1.119751,0,28,0,"1-day click, 1-day view, or 1-day engaged-view",,,,,,17,,,,,,00:00:00,,,,1.944444,19,,,,,,,,0,1.180556,,0.895294,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0.801053,,2023-10-04,2025-02-14,Sales
2024-11-16,2024-11-16,"Retargetting - All Shows OCT23",existing,inactive,9.1,,,,,,"Using ad set budget",0,399,22.807018,183,2.180328,0,3,0,"1-day click, 1-day view, or 1-day engaged-view",,,,,,18,,,,,,00:00:00,,,,0.75188,2,,,,,,,,0,4.511278,,0.505556,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,4.55,,2023-10-04,2025-02-14,Sales
2024-11-16,2024-11-16,"Oct23 LPviews 1%Lookalike - All Shows",unknown,inactive,9.68,,,,,,"Using ad set budget",0,1011,9.574679,956,1.057531,0,35,0,"7-day click or 1-day view",26,actions:landing_page_view,0.37230769,,,,,,,,,00:00:00,,,,3.461919,26,,,,,,,,0,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0.372308,,2023-09-29,2025-02-14,Traffic
2024-11-15,2024-11-15,"Retargetting - All Shows OCT23",prospecting,inactive,9.94,,,,,,"Using ad set budget",0,979,10.153218,800,1.22375,0,20,0,"1-day click, 1-day view, or 1-day engaged-view",,,,,,24,,,,,,00:00:00,,,,2.042901,13,,,,,,,,0,2.451481,,0.414167,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0.764615,,2023-10-04,2025-02-14,Sales
2024-11-15,2024-11-15,"Retargetting - All Shows OCT23",existing,inactive,14.52,12,1.21,53.168044,772,772,"Using ad set budget",0,525,27.657143,197,2.664975,0,4,0,"1-day click, 1-day view, or 1-day engaged-view",12,actions:offsite_conversion.fb_pixel_purchase,1.21,,,18,,,,,,00:00:00,,,,0.761905,1,9,9,1,1,3,3,53.168044,0,3.428571,,0.806667,,,0,,,,,0,,,,,565,,565,,14.52,1.613333,208,,208,,4.84,,,,,,,,,,,14.52,,2023-10-04,2025-02-14,Sales
2024-11-15,2024-11-15,"Oct23 LPviews 1%Lookalike - All Shows",unknown,inactive,9.21,,,,,,"Using ad set budget",0,1094,8.418647,1043,1.048897,0,44,0,"7-day click or 1-day view",39,actions:landing_page_view,0.23615385,,,,,,,,,00:00:00,,,,4.021938,39,,,,,,,,0,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0.236154,,2023-09-29,2025-02-14,Traffic
2024-11-14,2024-11-14,"Retargetting - All Shows OCT23",prospecting,inactive,14.643774,,,,,,"Using ad set budget",0,1699,8.619055,1465,1.159727,0,24,0,"1-day click, 1-day view, or 1-day engaged-view",,,,,,24,,,,,,00:00:00,,,,1.412596,16,,,,,,,,0,1.412596,,0.610157,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0.915236,,2023-10-04,2025-02-14,Sales
2024-11-14,2024-11-14,"Retargetting - All Shows OCT23",existing,inactive,8.876226,,,,,,"Using ad set budget",0,445,19.946575,233,1.909871,0,4,0,"1-day click, 1-day view, or 1-day engaged-view",,,,,,29,,,,,,00:00:00,,,,0.898876,3,,,,,,,,0,6.516854,,0.306077,,,0,,,,,0,,,,,,,,,,,,,,,,1,,1,,,,,,,8.876226,2.958742,,2023-10-04,2025-02-14,Sales
2024-11-14,2024-11-14,"Oct23 LPviews 1%Lookalike - All Shows",unknown,inactive,9.85,,,,,,"Using ad set budget",0,1092,9.020147,1071,1.019608,0,41,0,"7-day click or 1-day view",34,actions:landing_page_view,0.28970588,,,4,,,,,,00:00:00,,,,3.754579,34,,,,,,,,0,0.3663,,2.4625,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0.289706,,2023-09-29,2025-02-14,Traffic
2024-11-13,2024-11-13,"Retargetting - All Shows OCT23",prospecting,inactive,13.928941,,,,,,"Using ad set budget",0,1446,9.632739,1210,1.195041,0,25,0,"1-day click, 1-day view, or 1-day engaged-view",,,,,,22,,,,,,00:00:00,,,,1.728907,20,,,,,,,,0,1.521438,,0.633134,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0.696447,,2023-10-04,2025-02-14,Sales
2024-11-13,2024-11-13,"Retargetting - All Shows OCT23",existing,inactive,11.261059,2,5.63053,,,,"Using ad set budget",0,524,21.490571,250,2.096,0,6,0,"1-day click, 1-day view, or 1-day engaged-view",2,actions:offsite_conversion.fb_pixel_purchase,5.63052955,,,22,,,,,,00:00:00,,,,1.145038,4,2,2,1,1,3,3,,0,4.198473,,0.511866,,,0,,,,,0,,,,,44.99,,44.99,,11.261059,5.63053,48.99,,48.99,,3.753686,2,,2,,,,,,,5.63053,2.815265,,2023-10-04,2025-02-14,Sales
2024-11-13,2024-11-13,"Oct23 LPviews 1%Lookalike - All Shows",unknown,inactive,10.96,,,,,,"Using ad set budget",0,1623,6.752927,1567,1.035737,0,44,0,"7-day click or 1-day view",36,actions:landing_page_view,0.30444444,,,21,,,,,,00:00:00,,,,2.711029,36,2,2,,,,,,0,1.2939,,0.521905,,,0,,,,,0,,,,,79,,79,,,5.48,,,,,,,,,,,,,,,,0.304444,,2023-09-29,2025-02-14,Traffic
2024-11-12,2024-11-12,"Retargetting - All Shows OCT23",prospecting,inactive,14.48,,,,,,"Using ad set budget",0,1453,9.965588,1115,1.303139,0,10,0,"1-day click, 1-day view, or 1-day engaged-view",,,,,,13,,,,,,00:00:00,,,,0.688231,8,,,,,,,,0,0.894701,,1.113846,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,1.81,,2023-10-04,2025-02-14,Sales
2024-11-12,2024-11-12,"Retargetting - All Shows OCT23",existing,inactive,10.13,3,3.376667,15.162883,153.6,153.6,"Using ad set budget",0,479,21.148225,234,2.047009,0,2,0,"1-day click, 1-day view, or 1-day engaged-view",3,actions:offsite_conversion.fb_pixel_purchase,3.37666667,,,18,,,,,,00:00:00,,,,0.417537,2,2,2,1,1,2,2,15.162883,0,3.757829,,0.562778,,,0,,,,,0,,,,,94,,94,,10.13,5.065,51.2,,51.2,,5.065,1,,1,,,,,,,10.13,5.065,,2023-10-04,2025-02-14,Sales
2024-11-12,2024-11-12,"Oct23 LPviews 1%Lookalike - All Shows",unknown,inactive,10.47,,,,,,"Using ad set budget",0,2450,4.273469,2338,1.047904,0,22,0,"7-day click or 1-day view",19,actions:landing_page_view,0.55105263,,,90,,,,,,00:00:00,,,,0.897959,19,,,,,,,,0,3.673469,,0.116333,,,0,,,,,0,,,,,,,,,,,,,,,,1,,1,,,,,,,10.47,0.551053,,2023-09-29,2025-02-14,Traffic
2024-11-11,2024-11-11,"Retargetting - All Shows OCT23",unknown,inactive,0,,,,,,"Using ad set budget",0,0,0,0,0,0,,0,"1-day click, 1-day view, or 1-day engaged-view",,,,,,,,,,,,00:00:00,,,,,1,,,,,,,,0,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,2023-10-04,2025-02-14,Sales
2024-11-11,2024-11-11,"Retargetting - All Shows OCT23",prospecting,inactive,17.193428,,,,,,"Using ad set budget",0,1706,10.078211,1473,1.158181,0,29,0,"1-day click, 1-day view, or 1-day engaged-view",,,,,,9,,,,,,00:00:00,,,,1.699883,21,,,,,,,,0,0.52755,,1.910381,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0.818735,,2023-10-04,2025-02-14,Sales
2024-11-11,2024-11-11,"Retargetting - All Shows OCT23",existing,inactive,8.966572,9,0.996286,73.272146,657,657,"Using ad set budget",0,452,19.83755,215,2.102326,0,4,0,"1-day click, 1-day view, or 1-day engaged-view",9,actions:offsite_conversion.fb_pixel_purchase,0.99628582,,,26,,,,,,00:00:00,,,,0.884956,4,6,6,3,3,7,7,73.272146,0,5.752212,,0.344868,,,0,,,,,0,,,,,375,,375,,2.988857,1.494429,458,,458,,1.280939,1,,1,,,,,,,8.966572,2.241643,,2023-10-04,2025-02-14,Sales
2024-11-11,2024-11-11,"Oct23 LPviews 1%Lookalike - All Shows",unknown,inactive,9.24,,,,,,"Using ad set budget",0,2854,3.237561,2730,1.045421,0,30,0,"7-day click or 1-day view",21,actions:landing_page_view,0.44,,,52,,,,,,00:00:00,,,,1.051156,21,,,,,,,,0,1.822004,,0.177692,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0.44,,2023-09-29,2025-02-14,Traffic
2024-11-10,2024-11-10,"Retargetting - All Shows OCT23",prospecting,inactive,20.09,,,,,,"Using ad set budget",0,2166,9.275162,1956,1.107362,0,32,0,"1-day click, 1-day view, or 1-day engaged-view",,,,,,9,,,,,,00:00:00,,,,1.477378,26,,,,,,,,0,0.415512,,2.232222,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0.772692,,2023-10-04,2025-02-14,Sales
2024-11-10,2024-11-10,"Retargetting - All Shows OCT23",existing,inactive,6.36,,,,,,"Using ad set budget",0,453,14.039735,233,1.944206,0,1,0,"1-day click, 1-day view, or 1-day engaged-view",,,,,,19,,,,,,00:00:00,,,,0.220751,,,,,,,,,0,4.19426,,0.334737,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-10-04,2025-02-14,Sales
2024-11-10,2024-11-10,"Oct23 LPviews 1%Lookalike - All Shows",unknown,inactive,10.54,,,,,,"Using ad set budget",0,1226,8.597064,1169,1.04876,0,50,0,"7-day click or 1-day view",43,actions:landing_page_view,0.24511628,,,,,,,,,00:00:00,,,,4.078303,43,,,,,,,,0,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0.245116,,2023-09-29,2025-02-14,Traffic
2024-11-09,2024-11-09,"Retargetting - All Shows OCT23",unknown,inactive,0,,,,,,"Using ad set budget",0,0,0,0,0,0,,0,"1-day click, 1-day view, or 1-day engaged-view",,,,,,,,,,,,00:00:00,,,,,1,,,,,,,,0,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,2023-10-04,2025-02-14,Sales
2024-11-09,2024-11-09,"Retargetting - All Shows OCT23",prospecting,inactive,15.88,,,,,,"Using ad set budget",0,1800,8.822222,1686,1.067616,0,50,0,"1-day click, 1-day view, or 1-day engaged-view",,,,,,4,,,,,,00:00:00,,,,2.777778,26,,,,,,,,0,0.222222,,3.97,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0.610769,,2023-10-04,2025-02-14,Sales
2024-11-09,2024-11-09,"Retargetting - All Shows OCT23",existing,inactive,8.64,,,,,,"Using ad set budget",0,450,19.2,206,2.184466,0,8,0,"1-day click, 1-day view, or 1-day engaged-view",,,,,,10,,,,,,00:00:00,,,,1.777778,5,,,,,,,,0,2.222222,,0.864,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,1.728,,2023-10-04,2025-02-14,Sales
2024-11-09,2024-11-09,"Oct23 LPviews 1%Lookalike - All Shows",unknown,inactive,9.24,,,,,,"Using ad set budget",0,1260,7.333333,1249,1.008807,0,38,0,"7-day click or 1-day view",34,actions:landing_page_view,0.27176471,,,,,,,,,00:00:00,,,,3.015873,34,,,,,,,,0,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0.271765,,2023-09-29,2025-02-14,Traffic
2024-11-08,2024-11-08,"Retargetting - All Shows OCT23",prospecting,inactive,14.48,2,7.24,14.364641,208,208,"Using ad set budget",0,1744,8.302752,1639,1.064063,0,38,0,"1-day click, 1-day view, or 1-day engaged-view",2,actions:offsite_conversion.fb_pixel_purchase,7.24,,,7,,,,,,00:00:00,,,,2.178899,30,6,6,1,1,3,3,14.364641,0,0.401376,,2.068571,,,0,,,,,0,,,,,570,,570,,14.48,2.413333,312,,312,,4.826667,,,,,,,,,,,0.482667,,2023-10-04,2025-02-14,Sales
2024-11-08,2024-11-08,"Retargetting - All Shows OCT23",existing,inactive,7.58,3,2.526667,39.1781,296.97,296.97,"Using ad set budget",0,354,21.412429,173,2.046243,0,2,0,"1-day click, 1-day view, or 1-day engaged-view",3,actions:offsite_conversion.fb_pixel_purchase,2.52666667,,,9,,,,,,00:00:00,,,,0.564972,2,8,8,1,1,2,2,39.1781,0,2.542373,,0.842222,,,0,,,,,0,,,,,541.96,,541.96,,7.58,0.9475,98.99,,98.99,,3.79,,,,,,,,,,,3.79,,2023-10-04,2025-02-14,Sales
2024-11-08,2024-11-08,"Oct23 LPviews 1%Lookalike - All Shows",unknown,inactive,9.83,2,4.915,5.493388,54,54,"Using ad set budget",0,1895,5.187335,1837,1.031573,0,54,0,"7-day click or 1-day view",50,actions:landing_page_view,0.1966,,,11,,,,,,00:00:00,,,,2.849604,50,3,3,1,1,2,2,5.493388,0,0.580475,,0.893636,,,0,,,,,0,,,,,106,,106,,9.83,3.276667,27,,27,,4.915,1,,1,,,,,,,9.83,0.1966,,2023-09-29,2025-02-14,Traffic
2024-11-07,2024-11-07,"Retargetting - All Shows OCT23",prospecting,inactive,17.79,,,,,,"Using ad set budget",0,2114,8.415326,1877,1.126265,0,54,0,"1-day click, 1-day view, or 1-day engaged-view",,,,,,9,,,,,,00:00:00,,,,2.554399,43,,,,,,,,0,0.425733,,1.976667,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0.413721,,2023-10-04,2025-02-14,Sales
2024-11-07,2024-11-07,"Retargetting - All Shows OCT23",existing,inactive,7.36,7,1.051429,51.358696,378,378,"Using ad set budget",0,377,19.522546,183,2.060109,0,5,0,"1-day click, 1-day view, or 1-day engaged-view",7,actions:offsite_conversion.fb_pixel_purchase,1.05142857,,,16,,,,,,00:00:00,,,,1.32626,4,4,4,1,1,2,2,51.358696,0,4.244032,,0.46,,,0,,,,,0,,,,,212,,212,,7.36,1.84,154,,154,,3.68,2,,2,,,,,,,3.68,1.84,,2023-10-04,2025-02-14,Sales
2024-11-07,2024-11-07,"Oct23 LPviews 1%Lookalike - All Shows",unknown,inactive,9.96,,,,,,"Using ad set budget",0,2761,3.607389,2556,1.080203,0,32,0,"7-day click or 1-day view",32,actions:landing_page_view,0.31125,,,20,,,,,,00:00:00,,,,1.159,32,,,,,,,,0,0.724375,,0.498,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0.31125,,2023-09-29,2025-02-14,Traffic
2024-11-06,2024-11-06,"Retargetting - All Shows OCT23",prospecting,inactive,13.96,2,6.98,7.73639,108,108,"Using ad set budget",0,1562,8.93726,1390,1.123741,0,28,0,"1-day click, 1-day view, or 1-day engaged-view",2,actions:offsite_conversion.fb_pixel_purchase,6.98,,,11,,,,,,00:00:00,,,,1.792574,17,,,,,,,7.73639,0,0.704225,,1.269091,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0.821176,,2023-10-04,2025-02-14,Sales
2024-11-06,2024-11-06,"Retargetting - All Shows OCT23",existing,inactive,10.23,4,2.5575,,,,"Using ad set budget",0,511,20.019569,206,2.480583,0,5,0,"1-day click, 1-day view, or 1-day engaged-view",4,actions:offsite_conversion.fb_pixel_purchase,2.5575,,,33,,,,,,00:00:00,,,,0.978474,5,5,5,,,,,,0,6.457926,,0.31,,,0,,,,,0,,,,,150.99,,150.99,,,2.046,,,,,,2,,2,,,,,,,5.115,2.046,,2023-10-04,2025-02-14,Sales
2024-11-06,2024-11-06,"Oct23 LPviews 1%Lookalike - All Shows",unknown,inactive,9.32,,,,,,"Using ad set budget",0,2359,3.950827,2207,1.068872,0,18,0,"7-day click or 1-day view",13,actions:landing_page_view,0.71692308,,,75,,,,,,00:00:00,,,,0.763035,13,,,,,,,,0,3.179313,,0.124267,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0.716923,,2023-09-29,2025-02-14,Traffic
2024-11-05,2024-11-05,"Retargetting - All Shows OCT23",prospecting,inactive,15.07,,,,,,"Using ad set budget",0,1691,8.911886,1531,1.104507,0,26,0,"1-day click, 1-day view, or 1-day engaged-view",,,,,,24,,,,,,00:00:00,,,,1.537552,23,,,,,,,,0,1.419279,,0.627917,,,0,,,,,0,,,,,,,,,,,,,,,,1,,1,,,,,,,15.07,0.655217,,2023-10-04,2025-02-14,Sales
2024-11-05,2024-11-05,"Retargetting - All Shows OCT23",existing,inactive,9.48,3,3.16,8.324895,78.92,78.92,"Using ad set budget",0,447,21.208054,218,2.050459,0,3,0,"1-day click, 1-day view, or 1-day engaged-view",3,actions:offsite_conversion.fb_pixel_purchase,3.16,,,23,,,,,,00:00:00,,,,0.671141,2,2,2,,,1,1,8.324895,0,5.145414,,0.412174,,,0,,,,,0,,,,,20,,20,,,4.74,54.92,,54.92,,9.48,2,,2,,,,,,,4.74,4.74,,2023-10-04,2025-02-14,Sales
2024-11-05,2024-11-05,"Oct23 LPviews 1%Lookalike - All Shows",unknown,inactive,10,,,,,,"Using ad set budget",0,1747,5.724098,1670,1.046108,0,32,0,"7-day click or 1-day view",29,actions:landing_page_view,0.34482759,,,,,,,,,00:00:00,,,,1.831712,29,,,,,,,,0,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0.344828,,2023-09-29,2025-02-14,Traffic
2024-11-04,2024-11-04,"Retargetting - All Shows OCT23",prospecting,inactive,18.59,,,,,,"Using ad set budget",0,2020,9.20297,1813,1.114175,0,47,0,"1-day click, 1-day view, or 1-day engaged-view",,,,,,15,,,,,,00:00:00,,,,2.326733,27,,,,,,,,0,0.742574,,1.239333,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0.688519,,2023-10-04,2025-02-14,Sales
2024-11-04,2024-11-04,"Retargetting - All Shows OCT23",existing,inactive,6.12,,,,,,"Using ad set budget",0,348,17.586207,206,1.68932,0,3,0,"1-day click, 1-day view, or 1-day engaged-view",,,,,,14,,,,,,00:00:00,,,,0.862069,1,,,,,,,,0,4.022989,,0.437143,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,6.12,,2023-10-04,2025-02-14,Sales
2024-11-04,2024-11-04,"Oct23 LPviews 1%Lookalike - All Shows",unknown,inactive,10.22,,,,,,"Using ad set budget",0,1578,6.476553,1483,1.064059,0,39,0,"7-day click or 1-day view",28,actions:landing_page_view,0.365,,,1,,,,,,00:00:00,,,,2.471483,28,,,,,,,,0,0.063371,,10.22,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0.365,,2023-09-29,2025-02-14,Traffic
2024-11-03,2024-11-03,"Retargetting - All Shows OCT23",prospecting,inactive,24.66,,,,,,"Using ad set budget",0,2805,8.791444,2545,1.102161,0,86,0,"1-day click, 1-day view, or 1-day engaged-view",,,,,,3,,,,,,00:00:00,,,,3.065954,55,,,,,,,,0,0.106952,,8.22,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0.448364,,2023-10-04,2025-02-14,Sales
2024-11-03,2024-11-03,"Retargetting - All Shows OCT23",existing,inactive,4.52,,,,,,"Using ad set budget",0,288,15.694444,169,1.704142,0,2,0,"1-day click, 1-day view, or 1-day engaged-view",,,,,,7,,,,,,00:00:00,,,,0.694444,2,,,,,,,,0,2.430556,,0.645714,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,2.26,,2023-10-04,2025-02-14,Sales
2024-11-03,2024-11-03,"Oct23 LPviews 1%Lookalike - All Shows",unknown,inactive,11.35,,,,,,"Using ad set budget",0,3269,3.47201,3182,1.027341,0,50,0,"7-day click or 1-day view",37,actions:landing_page_view,0.30675676,,,23,,,,,,00:00:00,,,,1.52952,37,,,,,,,,0,0.703579,,0.493478,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0.306757,,2023-09-29,2025-02-14,Traffic
2024-11-02,2024-11-02,"Retargetting - All Shows OCT23",prospecting,inactive,17.71,6,2.951667,18.294749,324,324,"Using ad set budget",0,1991,8.895028,1912,1.041318,0,43,0,"1-day click, 1-day view, or 1-day engaged-view",6,actions:offsite_conversion.fb_pixel_purchase,2.95166667,,,5,,,,,,00:00:00,,,,2.159719,32,6,6,2,2,4,4,18.294749,0,0.25113,,3.542,,,0,,,,,0,,,,,208,,208,,8.855,2.951667,208,,208,,4.4275,,,,,,,,,,,0.553438,,2023-10-04,2025-02-14,Sales
2024-11-02,2024-11-02,"Retargetting - All Shows OCT23",existing,inactive,6.03,,,,,,"Using ad set budget",0,302,19.966887,148,2.040541,0,3,0,"1-day click, 1-day view, or 1-day engaged-view",,,,,,6,,,,,,00:00:00,,,,0.993377,2,,,,,,,,0,1.986755,,1.005,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,3.015,,2023-10-04,2025-02-14,Sales
2024-11-02,2024-11-02,"Oct23 LPviews 1%Lookalike - All Shows",unknown,inactive,10.19,,,,,,"Using ad set budget",0,3396,3.000589,3240,1.048148,0,47,0,"7-day click or 1-day view",31,actions:landing_page_view,0.32870968,,,7,,,,,,00:00:00,,,,1.383981,31,,,,,,,,0,0.206125,,1.455714,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0.32871,,2023-09-29,2025-02-14,Traffic
2024-11-01,2024-11-01,"Retargetting - All Shows OCT23",prospecting,inactive,15.88,,,,,,"Using ad set budget",0,1667,9.526095,1478,1.127876,0,39,0,"1-day click, 1-day view, or 1-day engaged-view",,,,,,6,,,,,,00:00:00,,,,2.339532,31,,,,,,,,0,0.359928,,2.646667,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0.512258,,2023-10-04,2025-02-14,Sales
2024-11-01,2024-11-01,"Retargetting - All Shows OCT23",existing,inactive,7.81,2,3.905,6.145967,48,48,"Using ad set budget",0,376,20.771277,169,2.224852,0,3,0,"1-day click, 1-day view, or 1-day engaged-view",2,actions:offsite_conversion.fb_pixel_purchase,3.905,,,13,,,,,,00:00:00,,,,0.797872,2,4,4,1,1,2,2,6.145967,0,3.457447,,0.600769,,,0,,,,,0,,,,,137,,137,,7.81,1.9525,24,,24,,3.905,5,,5,,,,,,,1.562,3.905,,2023-10-04,2025-02-14,Sales
2024-11-01,2024-11-01,"Oct23 LPviews 1%Lookalike - All Shows",unknown,inactive,11.59,,,,,,"Using ad set budget",0,1687,6.870184,1601,1.053716,0,48,0,"7-day click or 1-day view",41,actions:landing_page_view,0.28268293,,,3,,,,,,00:00:00,,,,2.845287,41,,,,,,,,0,0.17783,,3.863333,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0.282683,,2023-09-29,2025-02-14,Traffic
