"Reporting starts","Reporting ends","Ad Set Name","Time of day (ad account time zone)","Ad set delivery","Amount spent (AUD)","Website purchases","Cost per purchase (AUD)","Purchase ROAS (return on ad spend)","Purchases conversion value","Website purchases conversion value","Ad set budget","Ad set budget type",Impressions,"CPM (cost per 1,000 impressions) (AUD)",Reach,Frequency,"CTR (all)","Link clicks","CPC (all) (AUD)","Attribution setting",Results,"Result indicator","Cost per results","Meta purchases",ThruPlays,"3-second video plays","Video plays at 25%","Video plays at 50%","Video plays at 75%","Video plays at 95%","Video plays at 100%","Video average play time","Video plays",profile_visit_view,"Unique link clicks","CTR (link click-through rate)","Landing page views","Adds to cart","Website adds to cart","Adds of payment info","Website adds of payment info","Checkouts Initiated","Website checkouts initiated","Website purchase ROAS (return on ad spend)",Views,"3-second video plays rate per impressions","Cost per ThruPlay (AUD)","Cost per 3-second video play (AUD)","Unique outbound clicks","Outbound clicks","Unique CTR (link click-through rate)","Outbound CTR (click-through rate)","Unique outbound CTR (click-through rate)","Cost per unique outbound click (AUD)","Cost per unique link click (AUD)","Cost per unique click (all) (AUD)","Adds of payment info conversion value","In-app adds of payment info conversion value","Website adds of payment info conversion value","Offline adds of payment info conversion value","Adds to cart conversion value","In-app adds to cart conversion value","Website adds to cart conversion value","Offline adds to cart conversion value","Cost per add of payment info (AUD)","Cost per add to cart (AUD)","Checkouts initiated conversion value","In-app checkouts initiated conversion value","Website checkouts initiated conversion value","Offline checkouts initiated conversion value","Cost per checkout initiated (AUD)","Content views","In-app content views","Website content views","Offline content views","Meta content views","Content views conversion value","In-app content views conversion value","Website content views conversion value","Offline content views conversion value","Cost per content view (AUD)","Cost per landing page view (AUD)","Orders created","Date created","Date last edited",custom_audiences,"Optimization events","Optimization Event Indicator","Optimization event conversion window"
2022-05-01,2025-06-01,"Rory: Sydney Conversions UPDATED","20:00:00 - 20:59:59",inactive,50.114558,4,,,,178.69,700,Lifetime,4207,11.912184,0,0,2.63846,67,0.451483,"1-day click, 1-day view, or 1-day engaged-view",4,actions:offsite_conversion.fb_pixel_purchase,12.5286396,,,839,,,,,,00:00:00,,,,1.592584,61,,,,,,3,3.565631,0,19.942952,,0.059731,,67,0,1.592584,,,,0,,,,,,,,,,,151.23,,151.23,,,,,55,,,,,,,,0.82155,,2025-05-05,2025-05-27,,4,actions:offsite_conversion.fb_pixel_purchase,"1-day view, 1-day click"
2022-05-01,2025-06-01,"Harrys Day Of","20:00:00 - 20:59:59",inactive,4.56,,,,,,98.91,Lifetime,280,16.285714,0,0,0.357143,1,4.56,"1-day click or 1-day view",,,,,,11,,,,,,00:00:00,,,,0.357143,3,,,,,,,,0,3.928571,,0.414545,,1,0,0.357143,,,,0,,,,,,,,,,,,,,,,,,4,,,,,,,,1.52,,2023-05-15,2024-06-21,,,,
2022-05-01,2025-06-01,"Rory: Brisbane Conversions UPDATED","20:00:00 - 20:59:59",inactive,17.28,,,,,,600,Lifetime,1479,11.68357,0,0,4.124408,26,0.283279,"1-day click, 1-day view, or 1-day engaged-view",,,,,,553,,,,,,00:00:00,,,,1.757945,14,,,,,,1,,0,37.390128,,0.031248,,26,0,1.757945,,,,0,,,,,,,,,,,27.46,,27.46,,,,,3,,,,,,,,1.234286,,2025-05-05,2025-05-21,,,,
2022-05-01,2025-06-01,"ALL SHOWS - Photos & Slideshows","20:00:00 - 20:59:59",not_delivering,6.52,2,,,,82.38,"Using campaign budget",0,378,17.248677,0,0,1.322751,3,1.304,"7-day click or 1-day view",2,actions:offsite_conversion.fb_pixel_purchase,3.26,,,47,,,,,,00:00:00,,,,0.793651,2,,2,,,,2,12.634969,0,12.433862,,0.138723,,3,0,0.793651,,,,0,,,,,,,,,,,137.94,,137.94,,,,,5,,,,,,,,3.26,,2023-05-16,2024-06-21,,2,actions:offsite_conversion.fb_pixel_purchase,"1-day view, 7-day click"
2022-05-01,2025-06-01,"Rory: Brisbane Conversions UPDATED v2","20:00:00 - 20:59:59",inactive,13.73,1,,,,35,600,Lifetime,1372,10.007289,0,0,1.457726,8,0.6865,"7-day click, 1-day view, or 1-day engaged-view",1,actions:offsite_conversion.fb_pixel_purchase,13.73,,,,,,,,,00:00:00,,,,0.58309,8,,,,,,,2.549162,0,,,,,8,0,0.58309,,,,0,,,,,,,,,,,,,,,,,,2,,,,,,,,1.71625,,2025-05-22,2025-05-27,,1,actions:offsite_conversion.fb_pixel_purchase,"1-day view, 7-day click"
2022-05-01,2025-06-01,"traffic LPviews ALL SHOWS - Photos & Slideshows","20:00:00 - 20:59:59",not_delivering,87.712951,,,,,,"Using campaign budget",0,10046,8.731132,0,0,2.976309,269,0.293354,"7-day click or 1-day view",163,actions:landing_page_view,0.53811626,,,411,,,,,,00:00:00,,,,2.677683,163,,,,,,,,0,4.091181,,0.213414,,269,0,2.677683,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0.538116,,2023-05-25,2025-01-16,,163,actions:landing_page_view,"1-day click"
2022-05-01,2025-06-01,"Rory: Sunshine Coast Conversions UPDATEDv2","20:00:00 - 20:59:59",inactive,13.122383,,,,,,300,Lifetime,1136,11.551394,0,0,3.257042,26,0.354659,"1-day click, 1-day view, or 1-day engaged-view",,,,,,375,,,,,,00:00:00,,,,2.288732,20,,,,,,,,0,33.010563,,0.034993,,26,0,2.288732,,,,0,,,,,,,,,,,,,,,,,,21,,,,,,,,0.656119,,2025-05-22,2025-05-24,,,,
2022-05-01,2025-06-01,"Rory: Brisbane Sales","20:00:00 - 20:59:59",recently_completed,48.23,4,,,,245,"Using campaign budget",0,3492,13.811569,0,0,2.376861,50,0.581084,"7-day click, 1-day view, or 1-day engaged-view",4,actions:offsite_conversion.fb_pixel_purchase,12.0575,,,1025,,,,,,00:00:00,,,,1.431844,29,,,,,,,5.079826,0,29.352806,,0.047054,,50,0,1.431844,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,1.663103,,2025-05-27,2025-05-27,,4,actions:offsite_conversion.fb_pixel_purchase,"1-day view, 7-day click"
2022-05-01,2025-06-01,"Rory: Canberra Sales","20:00:00 - 20:59:59",active,21.83957,,,,,,"Using campaign budget",0,1258,17.360549,0,0,3.577107,19,0.485324,"7-day click, 1-day view, or 1-day engaged-view",,,,,,402,,,,,,00:00:00,,,,1.510334,15,,,,,,,,0,31.955485,,0.054327,,19,0,1.510334,,,,0,,,,,,,,,,,,,,,,,,20,,,,,,,,1.455971,,2025-05-28,2025-05-28,,,,
2022-05-01,2025-06-01,"Magic Mic Comedy","21:00:00 - 21:59:59",inactive,2.58,,,,,,"Using campaign budget",0,203,12.70936,0,0,1.970443,1,0.645,"7-day click or 1-day view",,,,,,38,,,,,,00:00:00,,,,0.492611,,,,,,,,,0,18.719212,,0.067895,,1,0,0.492611,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-05-18,2023-03-09,,,,
2022-05-01,2025-06-01,"traffic LPviews ALL SHOWS - Photos & Slideshows","21:00:00 - 21:59:59",not_delivering,2.62,,,,,,"Using campaign budget",0,256,10.234375,0,0,1.5625,4,0.655,"7-day click or 1-day view",1,actions:landing_page_view,2.62,,,35,,,,,,00:00:00,,,,1.5625,1,,,,,,,,0,13.671875,,0.074857,,4,0,1.5625,,,,0,,,,,,,,,,,,,,,,,,2,,,,,,,,2.62,,2023-09-25,2024-06-21,,1,actions:landing_page_view,"1-day click"
2022-05-01,2025-06-01,"Magic Mic Comedy","21:00:00 - 21:59:59",not_delivering,43.800829,,,,,,"Using campaign budget",0,26645,1.643867,0,0,0.056296,4,2.920055,"7-day click or 1-day view",,,,,,1130,,,,,,00:00:00,,,,0.015012,1,,,,,,,,0,4.240946,,0.038762,,4,0,0.015012,,,,0,,,,,,,,,,,,,,,,,,2,,,,,,,,43.800829,,2022-06-02,2022-06-02,,,,
2022-05-01,2025-06-01,"ALL SHOWS Flexible Creative TRAFFIC","21:00:00 - 21:59:59",active,211.677312,1,,,,54,22,Daily,20892,10.131979,0,0,5.169443,763,0.195998,"7-day click or 1-day view",330,actions:landing_page_view,0.6414464,,,2812,,,,,,00:00:00,,,,3.652116,330,,,,,,1,0.255105,0,13.459697,,0.075276,,762,0,3.647329,,,,0,,,,,,,,,,,54,,54,,,,,5,,,,,,,,0.641446,,2025-02-14,2025-05-22,,330,actions:landing_page_view,"1-day click"
2022-05-01,2025-06-01,"Harrys Comedy","21:00:00 - 21:59:59",inactive,1.11,1,,,,54.92,"Using campaign budget",0,99,11.212121,0,0,0,,0,"7-day click or 1-day view",1,actions:offsite_conversion.fb_pixel_purchase,1.11,,,8,,,,,,00:00:00,,,,,,,,,,,1,49.477477,0,8.080808,,0.13875,,,0,,,,,0,,,,,,,,,,,54.92,,54.92,,,,,1,,,,,,,,,,2022-05-18,2023-03-09,,1,actions:offsite_conversion.fb_pixel_purchase,"1-day view, 7-day click"
2022-05-01,2025-06-01,"Video Ad - Carousel Launch","21:00:00 - 21:59:59",not_delivering,2.409518,,,,,,"Using campaign budget",0,128,18.82436,0,0,1.5625,,1.204759,"1-day click or 1-day view",,,,,,22,,,,,,00:00:00,,,,,,,,,,,,,0,17.1875,,0.109524,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-09-25,2023-09-25,,,,
2022-05-01,2025-06-01,"Harrys Comedy","21:00:00 - 21:59:59",not_delivering,0.79,,,,,,"Using campaign budget",0,518,1.525097,0,0,0,,0,"7-day click or 1-day view",,,,,,28,,,,,,00:00:00,,,,,,,,,,,,,0,5.405405,,0.028214,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-06-02,2023-05-24,,,,
2022-05-01,2025-06-01,"MELB: ALL SHOWS Flexible Creative","21:00:00 - 21:59:59",not_delivering,95.8,5,,,,434,150,Daily,6973,13.738706,0,0,1.419762,46,0.967677,"1-day click, 1-day view, or 1-day engaged-view",5,actions:offsite_conversion.fb_pixel_purchase,19.16,,,692,,,,,,00:00:00,,,,0.659687,26,,,,5,,5,4.530271,0,9.923993,,0.138439,,46,0,0.659687,,,,0,,,,,,,,,,,90,,90,,,,,1,,,50,,50,,,3.684615,,2025-04-03,2025-04-13,,5,actions:offsite_conversion.fb_pixel_purchase,"1-day view, 1-day click"
2022-05-01,2025-06-01,"iD Comedy Club","21:00:00 - 21:59:59",inactive,109.993154,7,,,,228.04,"Using campaign budget",0,8765,12.549133,0,0,1.471763,44,0.85266,"1-day click or 1-day view",7,actions:offsite_conversion.fb_pixel_purchase,15.71330772,,,828,,,,,,00:00:00,,,,0.501997,22,,,,,,11,2.07322,0,9.446663,,0.132842,,44,0,0.501997,,,,0,,,,,,,,,,,736.6,,736.6,,,,,85,,,,,,,,4.999689,,2022-05-18,2023-05-24,,7,actions:offsite_conversion.fb_pixel_purchase,"1-day view, 1-day click"
2022-05-01,2025-06-01,"Oct23 Dynamic Creative","21:00:00 - 21:59:59",not_delivering,366.35,2,,,,154.64,10,Daily,72953,5.021726,0,0,3.21714,2137,0.156093,"7-day click or 1-day view",1647,actions:landing_page_view,0.22243473,,,4878,,,,,,00:00:00,,,,2.929283,1647,,4,,3,,6,0.42211,0,6.686497,,0.075103,,2136,0,2.927912,,,,0,,,,,129,,129,,,,176.73,,176.73,,,,,2,,,100,,100,,,0.222435,,2023-09-29,2024-06-21,,1647,actions:landing_page_view,"1-day click"
2022-05-01,2025-06-01,"iD Comedy Club","21:00:00 - 21:59:59",not_delivering,83.03865,,,,,,"Using campaign budget",0,49570,1.67518,0,0,0.036312,10,4.613258,"7-day click or 1-day view",,,,,,1081,,,,,,00:00:00,,,,0.020173,,,,,,,,,0,2.180754,,0.076817,,10,0,0.020173,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-06-02,2023-02-15,,,,
2022-05-01,2025-06-01,"MELB: Flexible Creative","21:00:00 - 21:59:59",completed,100.35,1,,,,22,300,Daily,7548,13.294913,0,0,1.960784,73,0.678041,"1-day click, 1-day view, or 1-day engaged-view",1,actions:offsite_conversion.fb_pixel_purchase,100.35,,,960,,,,,,00:00:00,,,,0.967144,41,,,,1,,1,0.219233,0,12.718601,,0.104531,,73,0,0.967144,,,,0,,,,,,,,,,,,,,,,,,1,,,50,,50,,,2.447561,,2025-04-10,2025-04-16,,1,actions:offsite_conversion.fb_pixel_purchase,"1-day view, 1-day click"
2022-05-01,2025-06-01,"ALL SHOWS Single Dynamic Content","21:00:00 - 21:59:59",not_delivering,543.294169,57,,,,2989.43,25,Daily,54755,9.922275,0,0,1.512191,516,0.656152,"1-day click, 1-day view, or 1-day engaged-view",57,actions:offsite_conversion.fb_pixel_purchase,9.53147665,,,1623,,,,,,00:00:00,,,,0.94238,395,,50,,14,,64,5.502415,0,2.964113,,0.334747,,514,0,0.938727,,,,0,,,,,1687.75,,1687.75,,,,5191.1,,5191.1,,,,,41,,,100,,100,,,1.375428,,2023-10-04,2024-07-07,,57,actions:offsite_conversion.fb_pixel_purchase,"1-day view, 1-day click"
2022-05-01,2025-06-01,"Post: ""This weekend at Kinselas""","21:00:00 - 21:59:59",not_delivering,0.96,,,,,,"Using campaign budget",0,94,10.212766,0,0,5.319149,,0.192,"7-day click or 1-day view",4,actions:post_engagement,0.24,,,,,,,,,00:00:00,,,,,,,,,,,,,0,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-06-03,2022-06-03,,4,actions:post_engagement,"1-day click"
2022-05-01,2025-06-01,"Rory: Canberra Conversions | 4 weeks out 1 week $200 Assess weekly","21:00:00 - 21:59:59",inactive,13.161053,0,,,,7.65,250,Lifetime,1311,10.038942,0,0,2.135774,12,0.470038,Incremental,0,actions:offsite_conversion.fb_pixel_purchase,,,,,,,,,,00:00:00,,,,0.915332,12,,1,,0,,1,0.58126,0,,,,,12,0,0.915332,,,,0,,,,,69.84,,69.84,,,,69.84,,69.84,,,,,14,,,,,,,,1.096754,,2025-05-06,2025-05-21,,2,actions:offsite_conversion.fb_pixel_purchase,"1-day view, 7-day click"
2022-05-01,2025-06-01,"New Sales Ad Set","21:00:00 - 21:59:59",not_delivering,21.134716,,,,,,"Using campaign budget",0,2133,9.908446,0,0,1.828411,25,0.541916,"7-day click or 1-day view",,,,,,257,,,,,,00:00:00,,,,1.172058,12,,,,,,,,0,12.048758,,0.082236,,25,0,1.172058,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,1.761226,,2024-06-21,2024-07-15,,,,
2022-05-01,2025-06-01,"Post: ""Harry's Comedy in Surry Hills this Monday is...""","21:00:00 - 21:59:59",not_delivering,0.3,,,,,,"Using campaign budget",0,54,5.555556,0,0,14.814815,,0.0375,"7-day click or 1-day view",5,actions:post_engagement,0.06,,,,,,,,,00:00:00,,,,,,,,,,,,,0,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-06-05,2022-06-05,,5,actions:post_engagement,"1-day click"
2022-05-01,2025-06-01,"Rory: Sydney Conversions","21:00:00 - 21:59:59",archived,7.27,,,,,,10,Daily,790,9.202532,0,0,1.64557,5,0.559231,Incremental,,,,,,,,,,,,00:00:00,,,,0.632911,5,,,,,,,,0,,,,,5,0,0.632911,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,1.454,,2025-04-25,2025-05-14,,,,
2022-05-01,2025-06-01,"Lookalike of iD Comedy Club Instagram Engagers","21:00:00 - 21:59:59",not_delivering,0.43,,,,,,11.51,Lifetime,49,8.77551,0,0,4.081633,1,0.215,"7-day click or 1-day view",1,actions:link_click,0.43,,,,,,,,,00:00:00,,,,2.040816,1,,,,,,,,0,,,,,1,0,2.040816,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0.43,,2024-06-24,2025-01-16,,1,actions:link_click,"1-day click"
2022-05-01,2025-06-01,"Harrys Comedy","21:00:00 - 21:59:59",inactive,2.04,,,,,,"Using campaign budget",0,1108,1.841155,0,0,0.090253,1,2.04,"7-day click or 1-day view",,,,,,42,,,,,,00:00:00,,,,0.090253,,,,,,,,,0,3.790614,,0.048571,,1,0,0.090253,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-07-18,2023-06-12,,,,
2022-05-01,2025-06-01,"Rory: Sunshine Coast Conversions","21:00:00 - 21:59:59",inactive,12.9,1,,,,70,500,Lifetime,1123,11.487088,0,0,2.137133,9,0.5375,"1-day click, 1-day view, or 1-day engaged-view",1,actions:offsite_conversion.fb_pixel_purchase,12.9,,,,,,,,,00:00:00,,,,0.801425,7,,1,,,,1,5.426357,0,,,,,9,0,0.801425,,,,0,,,,,70,,70,,,,70,,70,,,,,14,,,,,,,,1.842857,,2025-05-05,2025-05-22,,1,actions:offsite_conversion.fb_pixel_purchase,"1-day view, 1-day click"
2022-05-01,2025-06-01,"Eventbrite Grouped Remarketing Audience","21:00:00 - 21:59:59",inactive,0.39,,,,,,8.84,Lifetime,31,12.580645,0,0,9.677419,1,0.13,"7-day click or 1-day view",1,actions:link_click,0.39,,,,,,,,,00:00:00,,,,3.225806,2,,,,,,,,0,,,,,1,0,3.225806,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0.195,,2024-06-24,2024-06-26,,1,actions:link_click,"1-day click"
2022-05-01,2025-06-01,"Magic Mic Comedy","21:00:00 - 21:59:59",not_delivering,28.11,,,,,,"Using campaign budget",0,11179,2.514536,0,0,0.089453,4,2.811,"7-day click or 1-day view",,,,,,491,,,,,,00:00:00,,,,0.035781,,,,,,,,,0,4.392164,,0.057251,,4,0,0.035781,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-07-18,2023-06-12,,,,
2022-05-01,2025-06-01,"Rory: Sydney Traffic","21:00:00 - 21:59:59",completed,22.202884,,,,,,10,Daily,3884,5.716499,0,0,10.504634,360,0.054419,"7-day click or 1-day view",316,actions:landing_page_view,0.07026229,,,1594,,,,,,00:00:00,,,,9.268795,316,,,,,,,,0,41.040165,,0.013929,,360,0,9.268795,,,,0,,,,,,,,,,,,,,,,,,127,,,,,,,,0.070262,,2025-04-25,2025-05-15,,316,actions:landing_page_view,"1-day click"
2022-05-01,2025-06-01,"Facebook Grouped Remarketing Audience","21:00:00 - 21:59:59",not_delivering,0.938987,,,,,,12.48,Lifetime,121,7.760224,0,0,4.132231,3,0.187797,"7-day click or 1-day view",3,actions:link_click,0.31299569,,,,,,,,,00:00:00,,,,2.479339,,,,,,,,,0,,,,,3,0,2.479339,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-06-24,2025-01-16,,3,actions:link_click,"1-day click"
2022-05-01,2025-06-01,"iD Comedy Club","21:00:00 - 21:59:59",inactive,16.17918,,,,,,"Using campaign budget",0,10425,1.55196,0,0,0.028777,3,5.39306,"7-day click or 1-day view",,,,,,101,,,,,,00:00:00,,,,0.028777,,,,,,,,,0,0.968825,,0.16019,,3,0,0.028777,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-07-18,2022-11-29,,,,
2022-05-01,2025-06-01,"SYD: Rory Event Response Ad","21:00:00 - 21:59:59",not_delivering,1.64,,,,,,5,Daily,187,8.770053,0,0,9.625668,1,0.091111,"7-day click or 1-day view",3,actions:rsvp,0.54666667,,,78,,,,,,00:00:00,,,,0.534759,,,,,,,,,0,41.71123,,0.021026,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-05-02,2025-05-02,,3,actions:rsvp,"1-day click"
2022-05-01,2025-06-01,"iD Comedy Club Instagram Engagers","21:00:00 - 21:59:59",inactive,1.01,,,,,,10.43,Lifetime,105,9.619048,0,0,2.857143,1,0.336667,"7-day click or 1-day view",1,actions:link_click,1.01,,,,,,,,,00:00:00,,,,0.952381,1,,,,,,,,0,,,,,1,0,0.952381,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,1.01,,2024-06-24,2024-06-26,,1,actions:link_click,"1-day click"
2022-05-01,2025-06-01,"Event: Dark Jokes Night (Halloween)","21:00:00 - 21:59:59",not_delivering,0.58,,,,,,"Using campaign budget",0,33,17.575758,0,0,9.090909,1,0.193333,"7-day click or 1-day view",,,,,,,,,,,,00:00:00,,,,3.030303,1,,,,,,,,0,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0.58,,2022-10-25,2022-10-25,,,,
2022-05-01,2025-06-01,"BRISBANE: Rory Lowe Traffic","21:00:00 - 21:59:59",inactive,11.237277,,,,,,10,Daily,2174,5.168941,0,0,10.487581,198,0.049286,"7-day click or 1-day view",142,actions:landing_page_view,0.07913575,,,713,,,,,,00:00:00,,,,9.107636,142,,,,,,,,0,32.796688,,0.015761,,198,0,9.107636,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0.079136,,2025-05-05,2025-05-27,,142,actions:landing_page_view,"1-day click"
2022-05-01,2025-06-01,"Mailchimp Grouped Remarketing Audience","21:00:00 - 21:59:59",not_delivering,0.86,,,,,,14.72,Lifetime,94,9.148936,0,0,1.06383,,0.86,"7-day click or 1-day view",,,,,,,,,,,,00:00:00,,,,,2,,,,,,,,0,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0.43,,2024-06-24,2025-01-16,,,,
2022-05-01,2025-06-01,"AlanFang Promo Video","21:00:00 - 21:59:59",not_delivering,4.1,,,,,,50,Lifetime,334,12.275449,0,0,0,,0,"7-day click or 1-day view",,,,,,164,,,,,,00:00:00,,,,,,,,,,,,,0,49.101796,,0.025,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-03-29,2024-06-21,,,,
2022-05-01,2025-06-01,"PERTH: Rory Lowe Traffic","21:00:00 - 21:59:59",active,6.611021,,,,,,5,Daily,1231,5.370447,0,0,9.910642,93,0.054189,"7-day click or 1-day view",91,actions:landing_page_view,0.07264858,,,383,,,,,,00:00:00,,,,7.554833,91,,,,,,,,0,31.112916,,0.017261,,93,0,7.554833,,,,0,,,,,,,,,,,,,,,,,,91,,,,,,,,0.072649,,2025-05-05,2025-05-22,,91,actions:landing_page_view,"1-day click"
2022-05-01,2025-06-01,"Whole Festival Dynamic Creative","21:00:00 - 21:59:59",not_delivering,78.532252,3,,,,72.72,"Using campaign budget",0,6921,11.346952,0,0,4.132351,145,0.274588,"7-day click or 1-day view",3,actions:offsite_conversion.fb_pixel_purchase,26.17741731,,,1478,,,,,,00:00:00,,,,2.095073,92,,4,,1,,2,0.925989,0,21.355295,,0.053134,,145,0,2.095073,,,,0,,,,,130.95,,130.95,,,,102.73,,102.73,,,,,1,,,,,,,,0.853611,,2024-07-03,2024-07-03,,3,actions:offsite_conversion.fb_pixel_purchase,"1-day view, 7-day click"
2022-05-01,2025-06-01,"Traffic Ad Steph melb","21:00:00 - 21:59:59",not_delivering,0.98,,,,,,55,Lifetime,100,9.8,0,0,9,4,0.108889,"7-day click or 1-day view",4,actions:link_click,0.245,,,33,,,,,,00:00:00,,,,4,,,,,,,,,0,33,,0.029697,,4,0,4,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-03-30,2024-06-21,,4,actions:link_click,"1-day click"
2022-05-01,2025-06-01,"CANBERRA: Rory Lowe Traffic","21:00:00 - 21:59:59",inactive,7.512898,,,,,,10,Daily,1263,5.948454,0,0,10.451306,109,0.056916,"7-day click or 1-day view",104,actions:landing_page_view,0.0722394,,,414,,,,,,00:00:00,,,,8.630245,104,,,,,,,,0,32.779097,,0.018147,,109,0,8.630245,,,,0,,,,,,,,,,,,,,,,,,108,,,,,,,,0.072239,,2025-05-06,2025-05-28,,104,actions:landing_page_view,"1-day click"
2022-05-01,2025-06-01,"REACH: Whole Festival Dynamic Creative","21:00:00 - 21:59:59",not_delivering,5.7,,,,,,"Using campaign budget",0,2581,2.208446,0,0,0.464936,2,0.475,"7-day click or 1-day view",,,,,,637,,,,,,00:00:00,,,,0.077489,6,,,,,,,,0,24.680356,,0.008948,,2,0,0.077489,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0.95,,2024-07-10,2025-01-16,,,,
2022-05-01,2025-06-01,"Traffic Ad Steph melb Non-Targetted","21:00:00 - 21:59:59",not_delivering,2.47,,,,,,100,Lifetime,364,6.785714,0,0,6.318681,19,0.107391,"7-day click or 1-day view",19,actions:link_click,0.13,,,82,,,,,,00:00:00,,,,5.21978,,,,,,,,,0,22.527473,,0.030122,,19,0,5.21978,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-03-30,2023-06-12,,19,actions:link_click,"1-day click"
2022-05-01,2025-06-01,"NEWCASTLE: Rory Lowe Traffic","21:00:00 - 21:59:59",active,10.942481,,,,,,5,Daily,1891,5.786611,0,0,10.100476,160,0.05729,"7-day click or 1-day view",147,actions:landing_page_view,0.07443864,,,575,,,,,,00:00:00,,,,8.461132,147,,,,,,,,0,30.407192,,0.01903,,160,0,8.461132,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0.074439,,2025-05-05,2025-05-22,,147,actions:landing_page_view,"1-day click"
2022-05-01,2025-06-01,"TRAFFIC LP Views: Dynamic Creative","21:00:00 - 21:59:59",not_delivering,28.121965,2,,,,23.87,"Using campaign budget",0,3615,7.779243,0,0,10.899032,321,0.071376,"7-day click or 1-day view",305,actions:landing_page_view,0.09220316,,,1036,,,,,,00:00:00,,,,8.879668,305,,1,,,,,0.848803,0,28.658368,,0.027145,,321,0,8.879668,,,,0,,,,,23,,23,,,,,,,,,,,,,,,,,,,0.092203,,2024-07-11,2025-01-16,,305,actions:landing_page_view,"1-day click"
2022-05-01,2025-06-01,"Clip 1 Traffic","21:00:00 - 21:59:59",not_delivering,6.39,,,,,,100,Lifetime,767,8.33116,0,0,5.736636,34,0.145227,"7-day click or 1-day view",34,actions:link_click,0.18794118,,,190,,,,,,00:00:00,,,,4.432855,,,,,,,,,0,24.771838,,0.033632,,34,0,4.432855,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-20,2023-06-12,,34,actions:link_click,"1-day click"
2022-05-01,2025-06-01,"MANDURAH: Rory Lowe Traffic","21:00:00 - 21:59:59",active,6.972682,1,,,,136.96,5,Daily,1377,5.063676,0,0,10.675381,116,0.047433,"7-day click or 1-day view",85,actions:landing_page_view,0.08203156,,,452,,,,,,00:00:00,,,,8.42411,85,,,,,,,19.642369,0,32.824982,,0.015426,,116,0,8.42411,,,,0,,,,,,,,,,,,,,,,,,86,,,,,,,,0.082032,,2025-05-05,2025-05-22,,85,actions:landing_page_view,"1-day click"
2022-05-01,2025-06-01,"Goodchat + Steph","21:00:00 - 21:59:59",not_delivering,13.994869,,,,,,"Using campaign budget",0,1310,10.683106,0,0,1.832061,11,0.58312,"7-day click or 1-day view",,,,,,161,,,,,,00:00:00,,,,0.839695,8,,2,,,,,,0,12.290076,,0.086925,,11,0,0.839695,,,,0,,,,,48,,48,,,,,,,,,,,2,,,,,,,,1.749359,,2024-07-16,2024-07-16,,,,
2022-05-01,2025-06-01,"Clip 1 Impressions","21:00:00 - 21:59:59",not_delivering,7.05,,,,,,100,Lifetime,1347,5.233853,0,0,0.148478,1,3.525,"7-day click or 1-day view",,,,,,801,,,,,,00:00:00,,,,0.074239,,,,,,,,,0,59.465479,,0.008802,,1,0,0.074239,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-20,2023-06-12,,,,
2022-05-01,2025-06-01,"CAIRNS: Rory Lowe Traffic","21:00:00 - 21:59:59",inactive,5.837843,,,,,,5,Daily,760,7.681373,0,0,7.368421,48,0.104247,"7-day click or 1-day view",,,,,,217,,,,,,00:00:00,,,,6.315789,,,,,,,,,0,28.552632,,0.026903,,48,0,6.315789,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-05-05,2025-05-19,,,,
